MvaluesInNoise	DvaluesInNoise
3.32192809488736	9
1.32192809488736	3
-7.42702707706641	1882
-7.42702707706641	1882
-7.42702707706641	1882
-7.42702707706641	1882
-0.263034405833794	2
0.672471488277604	364
0.671920927191163	366
3.05208851114845	124
1.58496250072116	4
3.58496250072116	22
3.58496250072116	22
3.58496250072116	22
3.58496250072116	22
3.58496250072116	22
3.32192809488736	4.5
3.73696559416621	37
4	7.5
-4.20042708983966	226
-3.91288933622996	225
2	6
-3.21352450226885	3087
-3.23029761942179	109
-3.02384674195437	107
-0.907569807732993	868
-3.04669323544804	138
1.65625640507798	2124
-0.550360967025253	5285
-2.4594316186373	108
0.106915203916512	17
0.39231742277876	5
0.39231742277876	5
0.862959175112559	1021
0.862959175112559	1021
0.518570600411039	3071
0.518570600411039	3071
0.971259822513939	4943
2.50111816492408	6013
2	1.5
0.921525941976915	76
0.887973382265889	74
2.04924351901985	113
2.19437804516685	93
0.836501267717121	22
-0.192645077942396	2
-1.4594316186373	14
-2.8073549220576	12
-2.90689059560852	13
-2.66296501272243	16
-1.90689059560852	11
-0.584962500721156	1
3	3.5
2	3
-0.362570079384708	2
0.456378294659743	16
-0.37851162325373	3
0	0
-1	7
1	1
-3.32192809488736	4.5
1	4
-0.263034405833794	2
-0.137503523749935	1
-1	8
0.719892080807265	11
1.10691520391651	15
1.10691520391651	15
0.884522782580064	11
0.884522782580064	11
-0.585249062454324	5037
-0.738721766070084	6039
-0.585153662115485	5033
-0.378360866169658	2649
2	1.5
2.26845166368708	95062
2.32541034384058	8301
2.32513207302462	8299
2.33769848855748	8264
2.37417226653854	8306
0.565597175854225	12
0.426264754702098	11
2.6729799047463	2194
2.68006932953262	2196
2.68006932953262	2196
2.68006932953262	2196
0.236700258020331	46
0.343256604327874	101
0.192645077942396	1
0.532667993278943	46
0.551985178274883	55
1	1
0.70626879694329	12
-0.435115734130409	584
1	3
1	3
0.584962500721156	6
4.01866384426504	365
6.72337652941825	1256
6.98527271425345	1257
6.98527271425345	1257
6.98527271425345	1257
-3.12711191790334	441
-0.624458719654489	657
-0.624458719654489	657
-0.68183971880004	722
-3	98
-3.20511442990461	74
1.24752570448934	1039
-3.68182403997374	142
0.362570079384708	4
-1.22239242133645	8
1.07214978575584	43
0.981384321832653	38
-3.11547721741994	23
1	37
1	37
4.01122725542325	121
0.808231533134865	9356
-7.72511560288504	3580
0	0
0	0
1.58496250072116	4
1.58496250072116	4
1.58496250072116	4
1.58496250072116	4
1.58496250072116	4
1.72712740184095	476
2.32192809488736	8
2.32192809488736	8
1.4594316186373	7
2.4594316186373	9
2.8564726886223	206
-0.470568516665173	2339
3.96082940271932	102
-1	3
-1.06626209315768	2316
-2.19611852129818	7756
0.77029019495266	616
-4.26872852829348	9339
-4.26872852829348	9339
-5.62029854791969	7855
-4.26872852829348	9339
0.571156701196126	51
1.27701280750545	1133
1.27701280750545	1133
-1	3
3.36106648879432	742
2	1.5
-1.83293732262143	1371
0.784977570896382	1953
0.355456184098259	568
0.470292611269064	153
0.0781482461335137	29
-5.32433058510267	586
-5.32433058510267	586
1.35908109330483	36
