Name	MvalueInSignal	DvalueInSignal	ProbDiffExprn
HPX	Inf	Inf	1
TRIM3	Inf	Inf	1
ARFIP2	Inf	Inf	1
FXC1	Inf	Inf	1
DNHD1	Inf	Inf	1
RRP8	Inf	Inf	1
ILK	Inf	Inf	1
TAF10	Inf	Inf	1
TPP1	Inf	Inf	1
DCHS1	Inf	Inf	1
MRPL17	Inf	Inf	1
GVINP1	Inf	Inf	1
OR2AG2	Inf	Inf	1
OR2AG1	Inf	Inf	1
OR10A5	Inf	Inf	1
OR10A2	Inf	Inf	1
ZNF215	Inf	Inf	1
ZNF214	Inf	Inf	1
NLRP14	Inf	Inf	1
RBMXL2	Inf	Inf	1
SYT9	Inf	Inf	1
AK128569	Inf	Inf	1
BC040358	Inf	Inf	1
OLFML1	Inf	Inf	1
PPFIBP2	Inf	Inf	1
CYB5R2	Inf	Inf	1
OR5E1P	Inf	Inf	1
LOC283299	Inf	Inf	1
NLRP10	Inf	Inf	1
EIF3F	Inf	Inf	1
BC027619	Inf	Inf	1
TUB	Inf	Inf	1
AK055772	Inf	Inf	1
RIC3	Inf	Inf	1
LMO1	Inf	Inf	1
STK33	Inf	Inf	1
BC068088	Inf	Inf	1
SNORA3	Inf	Inf	1
SNORA45	Inf	Inf	1
RPL27A	Inf	Inf	1
ST5	Inf	Inf	1
AKIP1	Inf	Inf	1
C11orf16	Inf	Inf	1
ASCL3	Inf	Inf	1
TMEM9B	Inf	Inf	1
NRIP3	Inf	Inf	1
SCUBE2	Inf	Inf	1
DENND5A	Inf	Inf	1
TMEM41B	Inf	Inf	1
IPO7	Inf	Inf	1
SNORA23	Inf	Inf	1
ZNF143	Inf	Inf	1
WEE1	Inf	Inf	1
SWAP70	Inf	Inf	1
LOC283104	Inf	Inf	1
BC073899	Inf	Inf	1
SBF2	Inf	Inf	1
U80769	Inf	Inf	1
ADM	Inf	Inf	1
AMPD3	Inf	Inf	1
MTRNR2L8	Inf	Inf	1
DQ582265	Inf	Inf	1
RNF141	Inf	Inf	1
MRVI1-AS1	Inf	Inf	1
LYVE1	Inf	Inf	1
MRVI1	Inf	Inf	1
CTR9	Inf	Inf	1
EIF4G2	Inf	Inf	1
ZBED5	Inf	Inf	1
LOC729013	Inf	Inf	1
AK056982	Inf	Inf	1
GALNTL4	Inf	Inf	1
CSNK2A1	Inf	Inf	1
USP47	Inf	Inf	1
DKK3	Inf	Inf	1
MICAL2	Inf	Inf	1
AK026905	Inf	Inf	1
MICALCL	Inf	Inf	1
PARVA	Inf	Inf	1
TEAD1	Inf	Inf	1
LOC100506305	Inf	Inf	1
ARNTL	Inf	Inf	1
BTBD10	Inf	Inf	1
PTH	Inf	Inf	1
FAR1	Inf	Inf	1
SPON1	Inf	Inf	1
RRAS2	Inf	Inf	1
COPB1	Inf	Inf	1
PSMA1	Inf	Inf	1
PDE3B	Inf	Inf	1
CYP2R1	Inf	Inf	1
CALCA	Inf	Inf	1
CALCB	Inf	Inf	1
INSC	Inf	Inf	1
SOX6	Inf	Inf	1
C11orf58	Inf	Inf	1
PLEKHA7	Inf	Inf	1
RPS13	Inf	Inf	1
PIK3C2A	Inf	Inf	1
NUCB2	Inf	Inf	1
AK096475	Inf	Inf	1
B7H6	Inf	Inf	1
KCNJ11	Inf	Inf	1
ABCC8	Inf	Inf	1
USH1C	Inf	Inf	1
OTOG	Inf	Inf	1
MYOD1	Inf	Inf	1
KCNC1	Inf	Inf	1
SERGEF	Inf	Inf	1
TPH1	Inf	Inf	1
SAAL1	Inf	Inf	1
SAA3P	Inf	Inf	1
MRGPRX3	Inf	Inf	1
MRGPRX4	Inf	Inf	1
LOC494141	Inf	Inf	1
SAA4	Inf	Inf	1
SAA2	Inf	Inf	1
HPS5	Inf	Inf	1
GTF2H1	Inf	Inf	1
LDHA	Inf	Inf	1
LDHC	Inf	Inf	1
LDHAL6A	Inf	Inf	1
TSG101	Inf	Inf	1
UEVLD	Inf	Inf	1
LOC100506540	Inf	Inf	1
SPTY2D1	Inf	Inf	1
TMEM86A	Inf	Inf	1
IGSF22	Inf	Inf	1
PTPN5	Inf	Inf	1
MRGPRX1	Inf	Inf	1
MRGPRX2	Inf	Inf	1
ZDHHC13	Inf	Inf	1
CSRP3	Inf	Inf	1
E2F8	Inf	Inf	1
NAV2	Inf	Inf	1
HTATIP2	Inf	Inf	1
PRMT3	Inf	Inf	1
SLC6A5	Inf	Inf	1
NELL1	Inf	Inf	1
ANO5	Inf	Inf	1
SLC17A6	Inf	Inf	1
FANCF	Inf	Inf	1
GAS2	Inf	Inf	1
SVIP	Inf	Inf	1
LUZP2	Inf	Inf	1
ANO3	Inf	Inf	1
BC045791	Inf	Inf	1
MUC15	Inf	Inf	1
SLC5A12	Inf	Inf	1
FIBIN	Inf	Inf	1
BBOX1	Inf	Inf	1
CCDC34	Inf	Inf	1
LGR4	Inf	Inf	1
LIN7C	Inf	Inf	1
BDNF-AS1	Inf	Inf	1
BDNF	Inf	Inf	1
KIF18A	Inf	Inf	1
METTL15	Inf	Inf	1
KCNA4	Inf	Inf	1
FSHB	Inf	Inf	1
C11orf46	Inf	Inf	1
MPPED2	Inf	Inf	1
DCDC5	Inf	Inf	1
DCDC1	Inf	Inf	1
DNAJC24	Inf	Inf	1
IMMP1L	Inf	Inf	1
ELP4	Inf	Inf	1
PAX6	Inf	Inf	1
RCN1	Inf	Inf	1
WT1	Inf	Inf	1
EIF3M	Inf	Inf	1
CCDC73	Inf	Inf	1
PRRG4	Inf	Inf	1
QSER1	Inf	Inf	1
DEPDC7	Inf	Inf	1
TCP11L1	Inf	Inf	1
LINC00294	Inf	Inf	1
CSTF3	Inf	Inf	1
LOC338739	Inf	Inf	1
HIPK3	Inf	Inf	1
C11orf41	Inf	Inf	1
C11orf91	Inf	Inf	1
CD59	Inf	Inf	1
FBXO3	Inf	Inf	1
LMO2	Inf	Inf	1
CAPRIN1	Inf	Inf	1
NAT10	Inf	Inf	1
ABTB2	Inf	Inf	1
CAT	Inf	Inf	1
ELF5	Inf	Inf	1
EHF	Inf	Inf	1
APIP	Inf	Inf	1
PDHX	Inf	Inf	1
CD44	Inf	Inf	1
SLC1A2	Inf	Inf	1
PAMR1	Inf	Inf	1
FJX1	Inf	Inf	1
TRIM44	Inf	Inf	1
DQ573949	Inf	Inf	1
LDLRAD3	Inf	Inf	1
BC036209	Inf	Inf	1
COMMD9	Inf	Inf	1
PRR5L	Inf	Inf	1
TRAF6	Inf	Inf	1
RAG1	Inf	Inf	1
RAG2	Inf	Inf	1
C11orf74	Inf	Inf	1
LRRC4C	Inf	Inf	1
HNRNPKP3	Inf	Inf	1
API5	Inf	Inf	1
TTC17	Inf	Inf	1
MIR129-2	Inf	Inf	1
HSD17B12	Inf	Inf	1
AK094325	Inf	Inf	1
ALKBH3	Inf	Inf	1
LOC100507300	Inf	Inf	1
AX748080	Inf	Inf	1
ACCSL	Inf	Inf	1
ACCS	Inf	Inf	1
EXT2	Inf	Inf	1
ALX4	Inf	Inf	1
CD82	Inf	Inf	1
TSPAN18	Inf	Inf	1
TP53I11	Inf	Inf	1
LOC221122	Inf	Inf	1
PRDM11	Inf	Inf	1
SYT13	Inf	Inf	1
FLJ41423	Inf	Inf	1
CHST1	Inf	Inf	1
DQ600225	Inf	Inf	1
DQ580411	Inf	Inf	1
DQ597512	Inf	Inf	1
DQ592387	Inf	Inf	1
DQ601289	Inf	Inf	1
DQ583612	Inf	Inf	1
DQ586202	Inf	Inf	1
DQ576239	Inf	Inf	1
DQ571241	Inf	Inf	1
DQ589925	Inf	Inf	1
DQ590864	Inf	Inf	1
DQ595026	Inf	Inf	1
DQ589384	Inf	Inf	1
DQ570864	Inf	Inf	1
DQ576075	Inf	Inf	1
DQ576996	Inf	Inf	1
DQ577389	Inf	Inf	1
DQ594870	Inf	Inf	1
DQ591724	Inf	Inf	1
DQ578236	Inf	Inf	1
DQ575869	Inf	Inf	1
DQ585275	Inf	Inf	1
DQ582858	Inf	Inf	1
DQ577965	Inf	Inf	1
DQ594272	Inf	Inf	1
DQ595836	Inf	Inf	1
DQ599087	Inf	Inf	1
DQ592438	Inf	Inf	1
DQ579844	Inf	Inf	1
DQ572830	Inf	Inf	1
DQ595071	Inf	Inf	1
DQ576722	Inf	Inf	1
DQ595234	Inf	Inf	1
DQ589004	Inf	Inf	1
DQ598861	Inf	Inf	1
DQ577434	Inf	Inf	1
DQ574214	Inf	Inf	1
DKFZp779M0652	Inf	Inf	1
SLC35C1	Inf	Inf	1
MAPK8IP1	Inf	Inf	1
PEX16	Inf	Inf	1
GYLTL1B	Inf	Inf	1
PHF21A	Inf	Inf	1
CREB3L1	Inf	Inf	1
DGKZ	Inf	Inf	1
MDK	Inf	Inf	1
CHRM4	Inf	Inf	1
AMBRA1	Inf	Inf	1
HARBI1	Inf	Inf	1
ATG13	Inf	Inf	1
ARHGAP1	Inf	Inf	1
ZNF408	Inf	Inf	1
F2	Inf	Inf	1
CKAP5	Inf	Inf	1
SNORD67	Inf	Inf	1
LOC100507401	Inf	Inf	1
LRP4	Inf	Inf	1
C11orf49	Inf	Inf	1
ARFGAP2	Inf	Inf	1
PACSIN3	Inf	Inf	1
DDB2	Inf	Inf	1
ACP2	Inf	Inf	1
NR1H3	Inf	Inf	1
MADD	Inf	Inf	1
SPI1	Inf	Inf	1
SLC39A13	Inf	Inf	1
PSMC3	Inf	Inf	1
RAPSN	Inf	Inf	1
CELF1	Inf	Inf	1
PTPMT1	Inf	Inf	1
NDUFS3	Inf	Inf	1
KBTBD4	Inf	Inf	1
FAM180B	Inf	Inf	1
C1QTNF4	Inf	Inf	1
AGBL2	Inf	Inf	1
FNBP4	Inf	Inf	1
NUP160	Inf	Inf	1
PTPRJ	Inf	Inf	1
FOLH1	Inf	Inf	1
LOC441601	Inf	Inf	1
LOC646813	Inf	Inf	1
OR4A5	Inf	Inf	1
LOC440041	Inf	Inf	1
OR5L1	Inf	Inf	1
OR8H3	Inf	Inf	1
OR5T1	Inf	Inf	1
OR8U8	Inf	Inf	1
AB231742	Inf	Inf	1
AK096987	Inf	Inf	1
AK092135	Inf	Inf	1
LRRC55	Inf	Inf	1
APLNR	Inf	Inf	1
TNKS1BP1	Inf	Inf	1
SSRP1	Inf	Inf	1
P2RX3	Inf	Inf	1
PRG3	Inf	Inf	1
PRG2	Inf	Inf	1
SLC43A3	Inf	Inf	1
SLC43A1	Inf	Inf	1
TIMM10	Inf	Inf	1
UBE2L6	Inf	Inf	1
SERPING1	Inf	Inf	1
AK096335	Inf	Inf	1
CLP1	Inf	Inf	1
ZDHHC5	Inf	Inf	1
MED19	Inf	Inf	1
TMX2	Inf	Inf	1
CTNND1	Inf	Inf	1
OR9Q1	Inf	Inf	1
OR9I1	Inf	Inf	1
LPXN	Inf	Inf	1
ZFP91	Inf	Inf	1
CNTF	Inf	Inf	1
GLYAT	Inf	Inf	1
GLYATL2	Inf	Inf	1
AB231721	Inf	Inf	1
GLYATL1	Inf	Inf	1
LOC283194	Inf	Inf	1
AB231722	Inf	Inf	1
FAM111B	Inf	Inf	1
BC028022	Inf	Inf	1
FAM111A	Inf	Inf	1
DTX4	Inf	Inf	1
MPEG1	Inf	Inf	1
OR5A1	Inf	Inf	1
OR4D10	Inf	Inf	1
OR4D11	Inf	Inf	1
OSBP	Inf	Inf	1
PATL1	Inf	Inf	1
OR10V1	Inf	Inf	1
STX3	Inf	Inf	1
MRPL16	Inf	Inf	1
GIF	Inf	Inf	1
TCN1	Inf	Inf	1
AB231702	Inf	Inf	1
PLAC1L	Inf	Inf	1
MS4A3	Inf	Inf	1
MS4A2	Inf	Inf	1
MS4A6A	Inf	Inf	1
AB231731	Inf	Inf	1
AB231729	Inf	Inf	1
MS4A4E	Inf	Inf	1
MS4A4A	Inf	Inf	1
MS4A6E	Inf	Inf	1
MS4A7	Inf	Inf	1
MS4A14	Inf	Inf	1
MS4A5	Inf	Inf	1
MS4A1	Inf	Inf	1
MS4A12	Inf	Inf	1
MS4A13	Inf	Inf	1
LINC00301	Inf	Inf	1
MS4A8B	Inf	Inf	1
AB231761	Inf	Inf	1
MS4A15	Inf	Inf	1
MS4A10	Inf	Inf	1
CCDC86	Inf	Inf	1
PTGDR2	Inf	Inf	1
ZP1	Inf	Inf	1
PRPF19	Inf	Inf	1
TMEM109	Inf	Inf	1
TMEM132A	Inf	Inf	1
SLC15A3	Inf	Inf	1
CD6	Inf	Inf	1
VPS37C	Inf	Inf	1
PGA3	Inf	Inf	1
PGA4	Inf	Inf	1
PGA5	Inf	Inf	1
VWCE	Inf	Inf	1
DDB1	Inf	Inf	1
DAK	Inf	Inf	1
CYBASC3	Inf	Inf	1
TMEM138	Inf	Inf	1
TMEM216	Inf	Inf	1
CPSF7	Inf	Inf	1
SDHAF2	Inf	Inf	1
PPP1R32	Inf	Inf	1
SYT7	Inf	Inf	1
BC040894	Inf	Inf	1
RPLP0P2	Inf	Inf	1
DAGLA	Inf	Inf	1
C11orf9	Inf	Inf	1
DKFZP434K028	Inf	Inf	1
C11orf10	Inf	Inf	1
FEN1	Inf	Inf	1
FADS1	Inf	Inf	1
FADS2	Inf	Inf	1
FADS3	Inf	Inf	1
RAB3IL1	Inf	Inf	1
BEST1	Inf	Inf	1
FTH1	Inf	Inf	1
INCENP	Inf	Inf	1
SCGB1D1	Inf	Inf	1
SCGB2A1	Inf	Inf	1
SCGB1D2	Inf	Inf	1
SCGB2A2	Inf	Inf	1
SCGB1D4	Inf	Inf	1
ASRGL1	Inf	Inf	1
SCGB1A1	Inf	Inf	1
AHNAK	Inf	Inf	1
EEF1G	Inf	Inf	1
TUT1	Inf	Inf	1
MTA2	Inf	Inf	1
EML3	Inf	Inf	1
ROM1	Inf	Inf	1
B3GAT3	Inf	Inf	1
GANAB	Inf	Inf	1
INTS5	Inf	Inf	1
C11orf48	Inf	Inf	1
METTL12	Inf	Inf	1
C11orf83	Inf	Inf	1
UBXN1	Inf	Inf	1
LRRN4CL	Inf	Inf	1
BSCL2	Inf	Inf	1
HNRNPUL2	Inf	Inf	1
TTC9C	Inf	Inf	1
ZBTB3	Inf	Inf	1
POLR2G	Inf	Inf	1
TAF6L	Inf	Inf	1
TMEM179B	Inf	Inf	1
TMEM223	Inf	Inf	1
NXF1	Inf	Inf	1
STX5	Inf	Inf	1
WDR74	Inf	Inf	1
SNHG1	Inf	Inf	1
SNORD22	Inf	Inf	1
SNORD30	Inf	Inf	1
SNORD29	Inf	Inf	1
SNORD28	Inf	Inf	1
SNORD27	Inf	Inf	1
SNORD25	Inf	Inf	1
SLC3A2	Inf	Inf	1
CHRM1	Inf	Inf	1
SLC22A6	Inf	Inf	1
SLC22A8	Inf	Inf	1
SLC22A25	Inf	Inf	1
SLC22A10	Inf	Inf	1
SLC22A9	Inf	Inf	1
HRASLS5	Inf	Inf	1
LGALS12	Inf	Inf	1
RARRES3	Inf	Inf	1
HRASLS2	Inf	Inf	1
PLA2G16	Inf	Inf	1
DQ593252	Inf	Inf	1
ATL3	Inf	Inf	1
RTN3	Inf	Inf	1
C11orf95	Inf	Inf	1
C11orf84	Inf	Inf	1
AK092098	Inf	Inf	1
MARK2	Inf	Inf	1
COX8A	Inf	Inf	1
OTUB1	Inf	Inf	1
MACROD1	Inf	Inf	1
FLRT1	Inf	Inf	1
STIP1	Inf	Inf	1
FERMT3	Inf	Inf	1
TRPT1	Inf	Inf	1
NUDT22	Inf	Inf	1
AX747192	Inf	Inf	1
DNAJC4	Inf	Inf	1
VEGFB	Inf	Inf	1
FKBP2	Inf	Inf	1
PPP1R14B	Inf	Inf	1
BAD	Inf	Inf	1
GPR137	Inf	Inf	1
KCNK4	Inf	Inf	1
ESRRA	Inf	Inf	1
TRMT112	Inf	Inf	1
PRDX5	Inf	Inf	1
CCDC88B	Inf	Inf	1
RPS6KA4	Inf	Inf	1
BC038767	Inf	Inf	1
SLC22A11	Inf	Inf	1
SLC22A12	Inf	Inf	1
NRXN2	Inf	Inf	1
RASGRP2	Inf	Inf	1
PYGM	Inf	Inf	1
SF1	Inf	Inf	1
MAP4K2	Inf	Inf	1
MEN1	Inf	Inf	1
CDC42BPG	Inf	Inf	1
EHD1	Inf	Inf	1
ATG2A	Inf	Inf	1
PPP2R5B	Inf	Inf	1
GPHA2	Inf	Inf	1
C11orf85	Inf	Inf	1
BATF2	Inf	Inf	1
ARL2	Inf	Inf	1
SNX15	Inf	Inf	1
SAC3D1	Inf	Inf	1
NAALADL1	Inf	Inf	1
AB231703	Inf	Inf	1
CDCA5	Inf	Inf	1
ZFPL1	Inf	Inf	1
C11orf2	Inf	Inf	1
TM7SF2	Inf	Inf	1
ZNHIT2	Inf	Inf	1
FAU	Inf	Inf	1
MRPL49	Inf	Inf	1
SYVN1	Inf	Inf	1
CAPN1	Inf	Inf	1
SLC22A20	Inf	Inf	1
POLA2	Inf	Inf	1
CDC42EP2	Inf	Inf	1
DPF2	Inf	Inf	1
TIGD3	Inf	Inf	1
SLC25A45	Inf	Inf	1
FRMD8	Inf	Inf	1
AF113016	Inf	Inf	1
BC010924	Inf	Inf	1
SCYL1	Inf	Inf	1
LTBP3	Inf	Inf	1
SSSCA1	Inf	Inf	1
FAM89B	Inf	Inf	1
EHBP1L1	Inf	Inf	1
KCNK7	Inf	Inf	1
MAP3K11	Inf	Inf	1
PCNXL3	Inf	Inf	1
SIPA1	Inf	Inf	1
RELA	Inf	Inf	1
KAT5	Inf	Inf	1
RNASEH2C	Inf	Inf	1
DKFZp761E198	Inf	Inf	1
OVOL1	Inf	Inf	1
SNX32	Inf	Inf	1
CFL1	Inf	Inf	1
MUS81	Inf	Inf	1
EFEMP2	Inf	Inf	1
CTSW	Inf	Inf	1
FIBP	Inf	Inf	1
CCDC85B	Inf	Inf	1
FOSL1	Inf	Inf	1
C11orf68	Inf	Inf	1
DRAP1	Inf	Inf	1
TSGA10IP	Inf	Inf	1
SART1	Inf	Inf	1
EIF1AD	Inf	Inf	1
BANF1	Inf	Inf	1
AX747517	Inf	Inf	1
CST6	Inf	Inf	1
CATSPER1	Inf	Inf	1
AX746604	Inf	Inf	1
GAL3ST3	Inf	Inf	1
SF3B2	Inf	Inf	1
PACS1	Inf	Inf	1
KLC2	Inf	Inf	1
RAB1B	Inf	Inf	1
AK125412	Inf	Inf	1
CNIH2	Inf	Inf	1
YIF1A	Inf	Inf	1
TMEM151A	Inf	Inf	1
CD248	Inf	Inf	1
RIN1	Inf	Inf	1
BRMS1	Inf	Inf	1
B3GNT1	Inf	Inf	1
SLC29A2	Inf	Inf	1
AX747485	Inf	Inf	1
NPAS4	Inf	Inf	1
MRPL11	Inf	Inf	1
PELI3	Inf	Inf	1
DPP3	Inf	Inf	1
BBS1	Inf	Inf	1
ZDHHC24	Inf	Inf	1
CTSF	Inf	Inf	1
CCDC87	Inf	Inf	1
CCS	Inf	Inf	1
RBM14	Inf	Inf	1
RBM4	Inf	Inf	1
RBM4B	Inf	Inf	1
SPTBN2	Inf	Inf	1
C11orf80	Inf	Inf	1
RCE1	Inf	Inf	1
PC	Inf	Inf	1
LRFN4	Inf	Inf	1
SYT12	Inf	Inf	1
RHOD	Inf	Inf	1
KDM2A	Inf	Inf	1
ANKRD13D	Inf	Inf	1
AK057681	Inf	Inf	1
SSH3	Inf	Inf	1
POLD4	Inf	Inf	1
CLCF1	Inf	Inf	1
RAD9A	Inf	Inf	1
PPP1CA	Inf	Inf	1
TBC1D10C	Inf	Inf	1
CARNS1	Inf	Inf	1
RPS6KB2	Inf	Inf	1
PTPRCAP	Inf	Inf	1
CORO1B	Inf	Inf	1
GPR152	Inf	Inf	1
CABP4	Inf	Inf	1
TMEM134	Inf	Inf	1
AIP	Inf	Inf	1
PITPNM1	Inf	Inf	1
CDK2AP2	Inf	Inf	1
CABP2	Inf	Inf	1
GSTP1	Inf	Inf	1
C11orf72	Inf	Inf	1
NDUFV1	Inf	Inf	1
AK129926	Inf	Inf	1
NUDT8	Inf	Inf	1
TBX10	Inf	Inf	1
ACY3	Inf	Inf	1
ALDH3B2	Inf	Inf	1
FAM86C2P	Inf	Inf	1
AK091996	Inf	Inf	1
UNC93B1	Inf	Inf	1
ALDH3B1	Inf	Inf	1
NDUFS8	Inf	Inf	1
TCIRG1	Inf	Inf	1
CHKA	Inf	Inf	1
AX747648	Inf	Inf	1
SUV420H1	Inf	Inf	1
C11orf24	Inf	Inf	1
LRP5	Inf	Inf	1
PPP6R3	Inf	Inf	1
GAL	Inf	Inf	1
MTL5	Inf	Inf	1
CPT1A	Inf	Inf	1
MRPL21	Inf	Inf	1
IGHMBP2	Inf	Inf	1
MRGPRF	Inf	Inf	1
BC039516	Inf	Inf	1
TPCN2	Inf	Inf	1
BC064339	Inf	Inf	1
MYEOV	Inf	Inf	1
AX746803	Inf	Inf	1
AK094674	Inf	Inf	1
CCND1	Inf	Inf	1
ORAOV1	Inf	Inf	1
FGF19	Inf	Inf	1
FGF4	Inf	Inf	1
FGF3	Inf	Inf	1
ANO1	Inf	Inf	1
FADD	Inf	Inf	1
PPFIA1	Inf	Inf	1
AK125463	Inf	Inf	1
CTTN	Inf	Inf	1
SHANK2	Inf	Inf	1
BC131767	Inf	Inf	1
AK097446	Inf	Inf	1
FLJ42102	Inf	Inf	1
DHCR7	Inf	Inf	1
NADSYN1	Inf	Inf	1
KRTAP5-7	Inf	Inf	1
KRTAP5-8	Inf	Inf	1
KRTAP5-9	Inf	Inf	1
KRTAP5-10	Inf	Inf	1
KRTAP5-11	Inf	Inf	1
FAM86C1	Inf	Inf	1
BC073927	Inf	Inf	1
LOC100133315	Inf	Inf	1
RNF121	Inf	Inf	1
IL18BP	Inf	Inf	1
NUMA1	Inf	Inf	1
LRTOMT	Inf	Inf	1
LAMTOR1	Inf	Inf	1
C11orf51	Inf	Inf	1
FOLR3	Inf	Inf	1
FOLR1	Inf	Inf	1
FOLR2	Inf	Inf	1
INPPL1	Inf	Inf	1
PHOX2A	Inf	Inf	1
CLPB	Inf	Inf	1
AL832797	Inf	Inf	1
PDE2A	Inf	Inf	1
MIR139	Inf	Inf	1
ARAP1	Inf	Inf	1
STARD10	Inf	Inf	1
ATG16L2	Inf	Inf	1
FCHSD2	Inf	Inf	1
P2RY2	Inf	Inf	1
P2RY6	Inf	Inf	1
ARHGEF17	Inf	Inf	1
RELT	Inf	Inf	1
FAM168A	Inf	Inf	1
PLEKHB1	Inf	Inf	1
RAB6A	Inf	Inf	1
MRPL48	Inf	Inf	1
CHCHD8	Inf	Inf	1
PAAF1	Inf	Inf	1
DNAJB13	Inf	Inf	1
UCP2	Inf	Inf	1
UCP3	Inf	Inf	1
C2CD3	Inf	Inf	1
PPME1	Inf	Inf	1
P4HA3	Inf	Inf	1
BC048427	Inf	Inf	1
PGM2L1	Inf	Inf	1
KCNE3	Inf	Inf	1
MGC12965	Inf	Inf	1
POLD3	Inf	Inf	1
CHRDL2	Inf	Inf	1
RNF169	Inf	Inf	1
XRRA1	Inf	Inf	1
SPCS2	Inf	Inf	1
NEU3	Inf	Inf	1
DQ592682	Inf	Inf	1
DQ591572	Inf	Inf	1
SLCO2B1	Inf	Inf	1
ARRB1	Inf	Inf	1
RPS3	Inf	Inf	1
SNORD15A	Inf	Inf	1
SNORD15B	Inf	Inf	1
KLHL35	Inf	Inf	1
GDPD5	Inf	Inf	1
SERPINH1	Inf	Inf	1
MAP6	Inf	Inf	1
MOGAT2	Inf	Inf	1
BC039351	Inf	Inf	1
DGAT2	Inf	Inf	1
UVRAG	Inf	Inf	1
WNT11	Inf	Inf	1
PRKRIR	Inf	Inf	1
AK125821	Inf	Inf	1
C11orf30	Inf	Inf	1
LRRC32	Inf	Inf	1
GUCY2E	Inf	Inf	1
TSKU	Inf	Inf	1
ACER3	Inf	Inf	1
CAPN5	Inf	Inf	1
MYO7A	Inf	Inf	1
GDPD4	Inf	Inf	1
PAK1	Inf	Inf	1
AQP11	Inf	Inf	1
CLNS1A	Inf	Inf	1
RSF1	Inf	Inf	1
C11orf67	Inf	Inf	1
INTS4	Inf	Inf	1
KCTD14	Inf	Inf	1
THRSP	Inf	Inf	1
ALG8	Inf	Inf	1
KCTD21	Inf	Inf	1
USP35	Inf	Inf	1
GAB2	Inf	Inf	1
NARS2	Inf	Inf	1
BC042472	Inf	Inf	1
ODZ4	Inf	Inf	1
BC008359	Inf	Inf	1
BC041900	Inf	Inf	1
FAM181B	Inf	Inf	1
PRCP	Inf	Inf	1
C11orf82	Inf	Inf	1
RAB30	Inf	Inf	1
LOC100506233	Inf	Inf	1
PCF11	Inf	Inf	1
ANKRD42	Inf	Inf	1
CCDC90B	Inf	Inf	1
BC070093	Inf	Inf	1
DLG2	Inf	Inf	1
TMEM126B	Inf	Inf	1
TMEM126A	Inf	Inf	1
CREBZF	Inf	Inf	1
CCDC89	Inf	Inf	1
SYTL2	Inf	Inf	1
CCDC83	Inf	Inf	1
PICALM	Inf	Inf	1
EED	Inf	Inf	1
C11orf73	Inf	Inf	1
CCDC81	Inf	Inf	1
ME3	Inf	Inf	1
PRSS23	Inf	Inf	1
AL832007	Inf	Inf	1
FZD4	Inf	Inf	1
LOC100506368	Inf	Inf	1
TMEM135	Inf	Inf	1
RAB38	Inf	Inf	1
CTSC	Inf	Inf	1
BC038205	Inf	Inf	1
GRM5	Inf	Inf	1
TYR	Inf	Inf	1
NOX4	Inf	Inf	1
AB231784	Inf	Inf	1
FOLH1B	Inf	Inf	1
TRIM49	Inf	Inf	1
NAALAD2	Inf	Inf	1
CHORDC1	Inf	Inf	1
FAT3	Inf	Inf	1
MTNR1B	Inf	Inf	1
AK093898	Inf	Inf	1
SLC36A4	Inf	Inf	1
CCDC67	Inf	Inf	1
C11orf75	Inf	Inf	1
KIAA1731	Inf	Inf	1
SCARNA9	Inf	Inf	1
TAF1D	Inf	Inf	1
C11orf54	Inf	Inf	1
MED17	Inf	Inf	1
AF086184	Inf	Inf	1
HEPHL1	Inf	Inf	1
PANX1	Inf	Inf	1
GPR83	Inf	Inf	1
MRE11A	Inf	Inf	1
ANKRD49	Inf	Inf	1
FUT4	Inf	Inf	1
PIWIL4	Inf	Inf	1
AMOTL1	Inf	Inf	1
CWC15	Inf	Inf	1
KDM4D	Inf	Inf	1
SRSF8	Inf	Inf	1
ENDOD1	Inf	Inf	1
AK055250	Inf	Inf	1
BX649128	Inf	Inf	1
SESN3	Inf	Inf	1
FAM76B	Inf	Inf	1
CEP57	Inf	Inf	1
MTMR2	Inf	Inf	1
MAML2	Inf	Inf	1
CCDC82	Inf	Inf	1
JRKL	Inf	Inf	1
CNTN5	Inf	Inf	1
ARHGAP42	Inf	Inf	1
TMEM133	Inf	Inf	1
PGR	Inf	Inf	1
TRPC6	Inf	Inf	1
ANGPTL5	Inf	Inf	1
KIAA1377	Inf	Inf	1
C11orf70	Inf	Inf	1
BC040646	Inf	Inf	1
YAP1	Inf	Inf	1
BIRC3	Inf	Inf	1
BIRC2	Inf	Inf	1
TMEM123	Inf	Inf	1
MMP7	Inf	Inf	1
MMP20	Inf	Inf	1
MMP27	Inf	Inf	1
MMP8	Inf	Inf	1
AB231724	Inf	Inf	1
MMP10	Inf	Inf	1
LOC100288077	Inf	Inf	1
MMP1	Inf	Inf	1
MMP3	Inf	Inf	1
MMP12	Inf	Inf	1
MMP13	Inf	Inf	1
DCUN1D5	Inf	Inf	1
DYNC2H1	Inf	Inf	1
PDGFD	Inf	Inf	1
DDI1	Inf	Inf	1
CASP12	Inf	Inf	1
LOC643733	Inf	Inf	1
CASP4	Inf	Inf	1
CASP1	Inf	Inf	1
CARD16	Inf	Inf	1
AB231723	Inf	Inf	1
CARD17	Inf	Inf	1
GRIA4	Inf	Inf	1
KIAA1826	Inf	Inf	1
KBTBD3	Inf	Inf	1
AASDHPPT	Inf	Inf	1
