Name	MvalueInSignal	DvalueInSignal	ProbDiffExprn
FIGN	Inf	Inf	1
GRB14	Inf	Inf	1
COBLL1	Inf	Inf	1
SLC38A11	Inf	Inf	1
SCN3A	Inf	Inf	1
SCN2A	Inf	Inf	1
CSRNP3	Inf	Inf	1
GALNT3	Inf	Inf	1
TTC21B	Inf	Inf	1
LOC100506134	Inf	Inf	1
SCN1A	Inf	Inf	1
BC051759	Inf	Inf	1
SCN9A	Inf	Inf	1
SCN7A	Inf	Inf	1
XIRP2	Inf	Inf	1
B3GALT1	Inf	Inf	1
STK39	Inf	Inf	1
CERS6	Inf	Inf	1
BC035245	Inf	Inf	1
NOSTRIN	Inf	Inf	1
SPC25	Inf	Inf	1
G6PC2	Inf	Inf	1
ABCB11	Inf	Inf	1
DHRS9	Inf	Inf	1
LRP2	Inf	Inf	1
BBS5	Inf	Inf	1
KBTBD10	Inf	Inf	1
FASTKD1	Inf	Inf	1
PPIG	Inf	Inf	1
C2orf77	Inf	Inf	1
PHOSPHO2	Inf	Inf	1
PHOSPHO2-KLHL23	Inf	Inf	1
KLHL23	Inf	Inf	1
SSB	Inf	Inf	1
METTL5	Inf	Inf	1
UBR3	Inf	Inf	1
MYO3B	Inf	Inf	1
AK127400	Inf	Inf	1
SP5	Inf	Inf	1
AK023515	Inf	Inf	1
LOC285141	Inf	Inf	1
GAD1	Inf	Inf	1
GORASP2	Inf	Inf	1
TLK1	Inf	Inf	1
METTL8	Inf	Inf	1
DCAF17	Inf	Inf	1
CYBRD1	Inf	Inf	1
DYNC1I2	Inf	Inf	1
SLC25A12	Inf	Inf	1
HAT1	Inf	Inf	1
METAP1D	Inf	Inf	1
DLX1	Inf	Inf	1
DLX2	Inf	Inf	1
ITGA6	Inf	Inf	1
PDK1	Inf	Inf	1
LOC91149	Inf	Inf	1
RAPGEF4	Inf	Inf	1
ZAK	Inf	Inf	1
MLK7-AS1	Inf	Inf	1
CDCA7	Inf	Inf	1
SP3	Inf	Inf	1
OLA1	Inf	Inf	1
CIR1	Inf	Inf	1
SCRN3	Inf	Inf	1
GPR155	Inf	Inf	1
BC046497	Inf	Inf	1
AK002090	Inf	Inf	1
WIPF1	Inf	Inf	1
CHRNA1	Inf	Inf	1
CHN1	Inf	Inf	1
AF283776	Inf	Inf	1
ATF2	Inf	Inf	1
ATP5G3	Inf	Inf	1
KIAA1715	Inf	Inf	1
HOXD13	Inf	Inf	1
HOXD11	Inf	Inf	1
AX747372	Inf	Inf	1
HOXD8	Inf	Inf	1
LOC100506783	Inf	Inf	1
HOXD4	Inf	Inf	1
HOXD3	Inf	Inf	1
LOC401022	Inf	Inf	1
HOXD1	Inf	Inf	1
MTX2	Inf	Inf	1
LOC375295	Inf	Inf	1
HNRNPA3	Inf	Inf	1
NFE2L2	Inf	Inf	1
LOC100130691	Inf	Inf	1
AGPS	Inf	Inf	1
TTC30B	Inf	Inf	1
TTC30A	Inf	Inf	1
PDE11A	Inf	Inf	1
RBM45	Inf	Inf	1
OSBPL6	Inf	Inf	1
BX538254	Inf	Inf	1
PRKRA	Inf	Inf	1
AX747806	Inf	Inf	1
DFNB59	Inf	Inf	1
FKBP7	Inf	Inf	1
PLEKHA3	Inf	Inf	1
LOC100506866	Inf	Inf	1
TTN	Inf	Inf	1
AK123298	Inf	Inf	1
CCDC141	Inf	Inf	1
SESTD1	Inf	Inf	1
ZNF385B	Inf	Inf	1
CWC22	Inf	Inf	1
UBE2E3	Inf	Inf	1
AK125001	Inf	Inf	1
ITGA4	Inf	Inf	1
CERKL	Inf	Inf	1
NEUROD1	Inf	Inf	1
SSFA2	Inf	Inf	1
PPP1R1C	Inf	Inf	1
PDE1A	Inf	Inf	1
DNAJC10	Inf	Inf	1
FRZB	Inf	Inf	1
NCKAP1	Inf	Inf	1
DUSP19	Inf	Inf	1
NUP35	Inf	Inf	1
ZNF804A	Inf	Inf	1
BC039382	Inf	Inf	1
FSIP2	Inf	Inf	1
ZC3H15	Inf	Inf	1
ITGAV	Inf	Inf	1
FAM171B	Inf	Inf	1
ZSWIM2	Inf	Inf	1
CALCRL	Inf	Inf	1
TFPI	Inf	Inf	1
GULP1	Inf	Inf	1
DIRC1	Inf	Inf	1
COL3A1	Inf	Inf	1
COL5A2	Inf	Inf	1
WDR75	Inf	Inf	1
SLC40A1	Inf	Inf	1
ASNSD1	Inf	Inf	1
ANKAR	Inf	Inf	1
OSGEPL1	Inf	Inf	1
ORMDL1	Inf	Inf	1
PMS1	Inf	Inf	1
MSTN	Inf	Inf	1
C2orf88	Inf	Inf	1
HIBCH	Inf	Inf	1
INPP1	Inf	Inf	1
MFSD6	Inf	Inf	1
NAB1	Inf	Inf	1
GLS	Inf	Inf	1
STAT1	Inf	Inf	1
STAT4	Inf	Inf	1
MYO1B	Inf	Inf	1
OBFC2A	Inf	Inf	1
SDPR	Inf	Inf	1
TMEFF2	Inf	Inf	1
PCGEM1	Inf	Inf	1
BC038548	Inf	Inf	1
SLC39A10	Inf	Inf	1
DNAH7	Inf	Inf	1
STK17B	Inf	Inf	1
HECW2	Inf	Inf	1
BC062769	Inf	Inf	1
CCDC150	Inf	Inf	1
GTF3C3	Inf	Inf	1
C2orf66	Inf	Inf	1
PGAP1	Inf	Inf	1
ANKRD44	Inf	Inf	1
SF3B1	Inf	Inf	1
COQ10B	Inf	Inf	1
HSPD1	Inf	Inf	1
HSPE1	Inf	Inf	1
MOB4	Inf	Inf	1
RFTN2	Inf	Inf	1
BC021693	Inf	Inf	1
MARS2	Inf	Inf	1
BOLL	Inf	Inf	1
PLCL1	Inf	Inf	1
AK096499	Inf	Inf	1
SATB2	Inf	Inf	1
AK025127	Inf	Inf	1
FLJ32063	Inf	Inf	1
AK056625	Inf	Inf	1
BC035629	Inf	Inf	1
FONG	Inf	Inf	1
TYW5	Inf	Inf	1
C2orf47	Inf	Inf	1
SPATS2L	Inf	Inf	1
KCTD18	Inf	Inf	1
SGOL2	Inf	Inf	1
AOX1	Inf	Inf	1
LOC100507140	Inf	Inf	1
BZW1	Inf	Inf	1
CLK1	Inf	Inf	1
PPIL3	Inf	Inf	1
NIF3L1	Inf	Inf	1
ORC2	Inf	Inf	1
FAM126B	Inf	Inf	1
NDUFB3	Inf	Inf	1
CFLAR	Inf	Inf	1
CFLAR-AS1	Inf	Inf	1
CASP10	Inf	Inf	1
CASP8	Inf	Inf	1
ALS2CR12	Inf	Inf	1
TRAK2	Inf	Inf	1
STRADB	Inf	Inf	1
ALS2CR11	Inf	Inf	1
MPP4	Inf	Inf	1
ALS2	Inf	Inf	1
CDK15	Inf	Inf	1
FZD7	Inf	Inf	1
KIAA2012	Inf	Inf	1
SUMO1	Inf	Inf	1
NOP58	Inf	Inf	1
SNORD70	Inf	Inf	1
SNORD11	Inf	Inf	1
BMPR2	Inf	Inf	1
ICA1L	Inf	Inf	1
WDR12	Inf	Inf	1
ALS2CR8	Inf	Inf	1
NBEAL1	Inf	Inf	1
CYP20A1	Inf	Inf	1
ABI2	Inf	Inf	1
RAPH1	Inf	Inf	1
CD28	Inf	Inf	1
CTLA4	Inf	Inf	1
ICOS	Inf	Inf	1
PARD3B	Inf	Inf	1
NRP2	Inf	Inf	1
INO80D	Inf	Inf	1
LOC100329109	Inf	Inf	1
AX747742	Inf	Inf	1
NDUFS1	Inf	Inf	1
EEF1B2	Inf	Inf	1
SNORD51	Inf	Inf	1
SNORA41	Inf	Inf	1
GPR1	Inf	Inf	1
AX748049	Inf	Inf	1
BC028329	Inf	Inf	1
ZDBF2	Inf	Inf	1
ADAM23	Inf	Inf	1
DYTN	Inf	Inf	1
MDH1B	Inf	Inf	1
FASTKD2	Inf	Inf	1
CPO	Inf	Inf	1
KLF7	Inf	Inf	1
BC038530	Inf	Inf	1
CREB1	Inf	Inf	1
METTL21A	Inf	Inf	1
CCNYL1	Inf	Inf	1
FZD5	Inf	Inf	1
PLEKHM3	Inf	Inf	1
CRYGD	Inf	Inf	1
CRYGB	Inf	Inf	1
C2orf80	Inf	Inf	1
IDH1	Inf	Inf	1
PIKFYVE	Inf	Inf	1
PTH2R	Inf	Inf	1
MAP2	Inf	Inf	1
UNC80	Inf	Inf	1
RPE	Inf	Inf	1
C2orf67	Inf	Inf	1
AK093026	Inf	Inf	1
ACADL	Inf	Inf	1
MYL1	Inf	Inf	1
LANCL1	Inf	Inf	1
CPS1	Inf	Inf	1
ERBB4	Inf	Inf	1
IKZF2	Inf	Inf	1
SPAG16	Inf	Inf	1
VWC2L	Inf	Inf	1
BARD1	Inf	Inf	1
ABCA12	Inf	Inf	1
ATIC	Inf	Inf	1
FN1	Inf	Inf	1
LOC646324	Inf	Inf	1
MREG	Inf	Inf	1
PECR	Inf	Inf	1
TMEM169	Inf	Inf	1
XRCC5	Inf	Inf	1
AX747067	Inf	Inf	1
MARCH4	Inf	Inf	1
SMARCAL1	Inf	Inf	1
RPL37A	Inf	Inf	1
IGFBP5	Inf	Inf	1
TNP1	Inf	Inf	1
BC031974	Inf	Inf	1
hCG_1816075	Inf	Inf	1
DIRC3	Inf	Inf	1
TNS1	Inf	Inf	1
RUFY4	Inf	Inf	1
CXCR2	Inf	Inf	1
CXCR1	Inf	Inf	1
ARPC2	Inf	Inf	1
AAMP	Inf	Inf	1
PNKD	Inf	Inf	1
TMBIM1	Inf	Inf	1
C2orf62	Inf	Inf	1
SLC11A1	Inf	Inf	1
CTDSP1	Inf	Inf	1
VIL1	Inf	Inf	1
USP37	Inf	Inf	1
RQCD1	Inf	Inf	1
PLCD4	Inf	Inf	1
ZNF142	Inf	Inf	1
BCS1L	Inf	Inf	1
RNF25	Inf	Inf	1
STK36	Inf	Inf	1
TTLL4	Inf	Inf	1
CYP27A1	Inf	Inf	1
AX748340	Inf	Inf	1
PRKAG3	Inf	Inf	1
WNT6	Inf	Inf	1
WNT10A	Inf	Inf	1
BC038542	Inf	Inf	1
CDK5R2	Inf	Inf	1
LOC151300	Inf	Inf	1
FEV	Inf	Inf	1
CRYBA2	Inf	Inf	1
CCDC108	Inf	Inf	1
IHH	Inf	Inf	1
NHEJ1	Inf	Inf	1
SLC23A3	Inf	Inf	1
CNPPD1	Inf	Inf	1
FAM134A	Inf	Inf	1
ZFAND2B	Inf	Inf	1
ABCB6	Inf	Inf	1
ATG9A	Inf	Inf	1
ANKZF1	Inf	Inf	1
GLB1L	Inf	Inf	1
STK16	Inf	Inf	1
TUBA4A	Inf	Inf	1
TUBA4B	Inf	Inf	1
DNAJB2	Inf	Inf	1
PTPRN	Inf	Inf	1
RESP18	Inf	Inf	1
DNPEP	Inf	Inf	1
DES	Inf	Inf	1
SPEG	Inf	Inf	1
GMPPA	Inf	Inf	1
ACCN4	Inf	Inf	1
CHPF	Inf	Inf	1
TMEM198	Inf	Inf	1
OBSL1	Inf	Inf	1
STK11IP	Inf	Inf	1
SLC4A3	Inf	Inf	1
EPHA4	Inf	Inf	1
PAX3	Inf	Inf	1
CCDC140	Inf	Inf	1
LOC440934	Inf	Inf	1
FARSB	Inf	Inf	1
ACSL3	Inf	Inf	1
KCNE4	Inf	Inf	1
SCG2	Inf	Inf	1
AP1S3	Inf	Inf	1
WDFY1	Inf	Inf	1
MRPL44	Inf	Inf	1
SERPINE2	Inf	Inf	1
FAM124B	Inf	Inf	1
CUL3	Inf	Inf	1
DOCK10	Inf	Inf	1
NYAP2	Inf	Inf	1
BC017935	Inf	Inf	1
IRS1	Inf	Inf	1
RHBDD1	Inf	Inf	1
COL4A3	Inf	Inf	1
BC035052	Inf	Inf	1
AK056332	Inf	Inf	1
MFF	Inf	Inf	1
TM4SF20	Inf	Inf	1
AGFG1	Inf	Inf	1
C2orf83	Inf	Inf	1
SLC19A3	Inf	Inf	1
AX746677	Inf	Inf	1
CCL20	Inf	Inf	1
WDR69	Inf	Inf	1
SPHKAP	Inf	Inf	1
PID1	Inf	Inf	1
DNER	Inf	Inf	1
TRIP12	Inf	Inf	1
FBXO36	Inf	Inf	1
SLC16A14	Inf	Inf	1
SP110	Inf	Inf	1
SP140	Inf	Inf	1
SP100	Inf	Inf	1
LOC151475	Inf	Inf	1
CAB39	Inf	Inf	1
ITM2C	Inf	Inf	1
LOC151484	Inf	Inf	1
GPR55	Inf	Inf	1
LOC348761	Inf	Inf	1
SPATA3	Inf	Inf	1
C2orf72	Inf	Inf	1
PSMD1	Inf	Inf	1
HTR2B	Inf	Inf	1
ARMC9	Inf	Inf	1
B3GNT7	Inf	Inf	1
NCL	Inf	Inf	1
SNORA75	Inf	Inf	1
SNORD20	Inf	Inf	1
LINC00471	Inf	Inf	1
NMUR1	Inf	Inf	1
C2orf57	Inf	Inf	1
BC069004	Inf	Inf	1
PTMA	Inf	Inf	1
PDE6D	Inf	Inf	1
COPS7B	Inf	Inf	1
NPPC	Inf	Inf	1
DIS3L2	Inf	Inf	1
ALPP	Inf	Inf	1
ALPPL2	Inf	Inf	1
ALPI	Inf	Inf	1
ECEL1	Inf	Inf	1
CHRND	Inf	Inf	1
CHRNG	Inf	Inf	1
TIGD1	Inf	Inf	1
EIF4E2	Inf	Inf	1
EFHD1	Inf	Inf	1
GIGYF2	Inf	Inf	1
AX748196	Inf	Inf	1
KCNJ13	Inf	Inf	1
C2orf82	Inf	Inf	1
NGEF	Inf	Inf	1
ATG16L1	Inf	Inf	1
SCARNA5	Inf	Inf	1
SCARNA6	Inf	Inf	1
SAG	Inf	Inf	1
DGKD	Inf	Inf	1
USP40	Inf	Inf	1
UGT1A8	Inf	Inf	1
UGT1A10	Inf	Inf	1
UGT1A9	Inf	Inf	1
UGT1A7	Inf	Inf	1
UGT1A6	Inf	Inf	1
UGT1A5	Inf	Inf	1
UGT1A4	Inf	Inf	1
UGT1A3	Inf	Inf	1
DNAJB3	Inf	Inf	1
UGT1A1	Inf	Inf	1
DQ655968	Inf	Inf	1
DQ655967	Inf	Inf	1
DQ655969	Inf	Inf	1
HEATR7B1	Inf	Inf	1
HJURP	Inf	Inf	1
TRPM8	Inf	Inf	1
SPP2	Inf	Inf	1
AX748264	Inf	Inf	1
ARL4C	Inf	Inf	1
AF279775	Inf	Inf	1
SH3BP4	Inf	Inf	1
BC148242	Inf	Inf	1
AGAP1	Inf	Inf	1
AK000798	Inf	Inf	1
GBX2	Inf	Inf	1
IQCA1	Inf	Inf	1
CXCR7	Inf	Inf	1
AK023507	Inf	Inf	1
AK056246	Inf	Inf	1
COPS8	Inf	Inf	1
COL6A3	Inf	Inf	1
MLPH	Inf	Inf	1
RAB17	Inf	Inf	1
LRRFIP1	Inf	Inf	1
RBM44	Inf	Inf	1
RAMP1	Inf	Inf	1
UBE2F	Inf	Inf	1
SCLY	Inf	Inf	1
ESPNL	Inf	Inf	1
KLHL30	Inf	Inf	1
FAM132B	Inf	Inf	1
ILKAP	Inf	Inf	1
LOC151174	Inf	Inf	1
HES6	Inf	Inf	1
PER2	Inf	Inf	1
TRAF3IP1	Inf	Inf	1
ASB1	Inf	Inf	1
AF055024	Inf	Inf	1
LOC151171	Inf	Inf	1
HDAC4	Inf	Inf	1
BC132948	Inf	Inf	1
NDUFA10	Inf	Inf	1
OR6B2	Inf	Inf	1
MYEOV2	Inf	Inf	1
OTOS	Inf	Inf	1
GPC1	Inf	Inf	1
PP14571	Inf	Inf	1
ANKMY1	Inf	Inf	1
DUSP28	Inf	Inf	1
RNPEPL1	Inf	Inf	1
CAPN10	Inf	Inf	1
GPR35	Inf	Inf	1
AQP12B	Inf	Inf	1
AQP12A	Inf	Inf	1
KIF1A	Inf	Inf	1
AGXT	Inf	Inf	1
C2orf54	Inf	Inf	1
LOC200772	Inf	Inf	1
AK055890	Inf	Inf	1
SNED1	Inf	Inf	1
MTERFD2	Inf	Inf	1
PASK	Inf	Inf	1
PPP1R7	Inf	Inf	1
ANO7	Inf	Inf	1
HDLBP	Inf	Inf	1
SEPT2	Inf	Inf	1
FARP2	Inf	Inf	1
AK055601	Inf	Inf	1
STK25	Inf	Inf	1
BOK	Inf	Inf	1
BC017214	Inf	Inf	1
THAP4	Inf	Inf	1
ATG4B	Inf	Inf	1
DTYMK	Inf	Inf	1
AK126180	Inf	Inf	1
ING5	Inf	Inf	1
D2HGDH	Inf	Inf	1
GAL3ST2	Inf	Inf	1
PABL	Inf	Inf	1
NEU4	Inf	Inf	1
PDCD1	Inf	Inf	1
AK097934	Inf	Inf	1
BC101234	Inf	Inf	1
DEFB125	Inf	Inf	1
DEFB126	Inf	Inf	1
DEFB127	Inf	Inf	1
DEFB128	Inf	Inf	1
DEFB129	Inf	Inf	1
DEFB132	Inf	Inf	1
C20orf96	Inf	Inf	1
ZCCHC3	Inf	Inf	1
SOX12	Inf	Inf	1
NRSN2	Inf	Inf	1
TRIB3	Inf	Inf	1
RBCK1	Inf	Inf	1
TBC1D20	Inf	Inf	1
TCF15	Inf	Inf	1
SRXN1	Inf	Inf	1
SCRT2	Inf	Inf	1
C20orf54	Inf	Inf	1
FAM110A	Inf	Inf	1
ANGPT4	Inf	Inf	1
RSPO4	Inf	Inf	1
PSMF1	Inf	Inf	1
TMEM74B	Inf	Inf	1
C20orf202	Inf	Inf	1
SNPH	Inf	Inf	1
SDCBP2	Inf	Inf	1
LOC100507495	Inf	Inf	1
FKBP1A	Inf	Inf	1
NSFL1C	Inf	Inf	1
SIRPB2	Inf	Inf	1
SIRPD	Inf	Inf	1
SIRPB1	Inf	Inf	1
SIRPG	Inf	Inf	1
AK093519	Inf	Inf	1
SIRPA	Inf	Inf	1
AK090681	Inf	Inf	1
PDYN	Inf	Inf	1
STK35	Inf	Inf	1
TGM3	Inf	Inf	1
TGM6	Inf	Inf	1
SNRPB	Inf	Inf	1
AK126717	Inf	Inf	1
ZNF343	Inf	Inf	1
TMC2	Inf	Inf	1
NOP56	Inf	Inf	1
SNORD110	Inf	Inf	1
SNORA51	Inf	Inf	1
IDH3B	Inf	Inf	1
EBF4	Inf	Inf	1
CPXM1	Inf	Inf	1
TMEM239	Inf	Inf	1
C20orf141	Inf	Inf	1
FAM113A	Inf	Inf	1
VPS16	Inf	Inf	1
PTPRA	Inf	Inf	1
GNRH2	Inf	Inf	1
MRPS26	Inf	Inf	1
OXT	Inf	Inf	1
AVP	Inf	Inf	1
LOC100134015	Inf	Inf	1
UBOX5	Inf	Inf	1
FASTKD5	Inf	Inf	1
ProSAPiP1	Inf	Inf	1
DDRGK1	Inf	Inf	1
ITPA	Inf	Inf	1
SLC4A11	Inf	Inf	1
C20orf194	Inf	Inf	1
ATRN	Inf	Inf	1
GFRA4	Inf	Inf	1
ADAM33	Inf	Inf	1
AX748440	Inf	Inf	1
SIGLEC1	Inf	Inf	1
HSPA12B	Inf	Inf	1
C20orf27	Inf	Inf	1
SPEF1	Inf	Inf	1
CENPB	Inf	Inf	1
CDC25B	Inf	Inf	1
BC042140	Inf	Inf	1
C20orf29	Inf	Inf	1
MAVS	Inf	Inf	1
BC012193	Inf	Inf	1
PANK2	Inf	Inf	1
MIR103A2	Inf	Inf	1
RNF24	Inf	Inf	1
SMOX	Inf	Inf	1
LOC728228	Inf	Inf	1
ADRA1D	Inf	Inf	1
BC039673	Inf	Inf	1
PRNP	Inf	Inf	1
PRND	Inf	Inf	1
PRNT	Inf	Inf	1
RASSF2	Inf	Inf	1
SLC23A2	Inf	Inf	1
C20orf30	Inf	Inf	1
PCNA	Inf	Inf	1
CDS2	Inf	Inf	1
AX746654	Inf	Inf	1
LOC643406	Inf	Inf	1
LOC149837	Inf	Inf	1
GPCPD1	Inf	Inf	1
C20orf196	Inf	Inf	1
CHGB	Inf	Inf	1
TRMT6	Inf	Inf	1
MCM8	Inf	Inf	1
CRLS1	Inf	Inf	1
LRRN4	Inf	Inf	1
FERMT1	Inf	Inf	1
BMP2	Inf	Inf	1
BC043288	Inf	Inf	1
HAO1	Inf	Inf	1
TMX4	Inf	Inf	1
AK097836	Inf	Inf	1
PLCB1	Inf	Inf	1
PLCB4	Inf	Inf	1
LAMP5	Inf	Inf	1
PAK7	Inf	Inf	1
AX747070	Inf	Inf	1
LOC100131208	Inf	Inf	1
ANKRD5	Inf	Inf	1
SNAP25	Inf	Inf	1
MKKS	Inf	Inf	1
JAG1	Inf	Inf	1
LOC339593	Inf	Inf	1
BTBD3	Inf	Inf	1
SPTLC3	Inf	Inf	1
AY927515	Inf	Inf	1
LOC100505536	Inf	Inf	1
TASP1	Inf	Inf	1
ESF1	Inf	Inf	1
C20orf7	Inf	Inf	1
SEL1L2	Inf	Inf	1
MACROD2	Inf	Inf	1
FLRT3	Inf	Inf	1
MACROD2-AS1	Inf	Inf	1
AK125594	Inf	Inf	1
KIF16B	Inf	Inf	1
SNRPB2	Inf	Inf	1
OTOR	Inf	Inf	1
PCSK2	Inf	Inf	1
BFSP1	Inf	Inf	1
DSTN	Inf	Inf	1
RRBP1	Inf	Inf	1
BANF2	Inf	Inf	1
SNX5	Inf	Inf	1
SNORD17	Inf	Inf	1
C20orf72	Inf	Inf	1
OVOL2	Inf	Inf	1
CSRP2BP	Inf	Inf	1
ZNF133	Inf	Inf	1
BC043266	Inf	Inf	1
DZANK1	Inf	Inf	1
POLR3F	Inf	Inf	1
RBBP9	Inf	Inf	1
SEC23B	Inf	Inf	1
LINC00493	Inf	Inf	1
DTD1	Inf	Inf	1
HSPC072	Inf	Inf	1
LOC100128496	Inf	Inf	1
C20orf79	Inf	Inf	1
SLC24A3	Inf	Inf	1
BC090059	Inf	Inf	1
DQ573663	Inf	Inf	1
RIN2	Inf	Inf	1
NAA20	Inf	Inf	1
CRNKL1	Inf	Inf	1
C20orf26	Inf	Inf	1
INSM1	Inf	Inf	1
RALGAPA2	Inf	Inf	1
PLK1S1	Inf	Inf	1
BC042893	Inf	Inf	1
BC034426	Inf	Inf	1
XRN2	Inf	Inf	1
NKX2-2	Inf	Inf	1
PAX1	Inf	Inf	1
CR627206	Inf	Inf	1
FOXA2	Inf	Inf	1
AK055550	Inf	Inf	1
BC045663	Inf	Inf	1
SSTR4	Inf	Inf	1
THBD	Inf	Inf	1
AX747264	Inf	Inf	1
CD93	Inf	Inf	1
AX747171	Inf	Inf	1
NXT1	Inf	Inf	1
GZF1	Inf	Inf	1
NAPB	Inf	Inf	1
CSTL1	Inf	Inf	1
CST11	Inf	Inf	1
CST8	Inf	Inf	1
CSTT	Inf	Inf	1
CST9L	Inf	Inf	1
CST9	Inf	Inf	1
CST3	Inf	Inf	1
CST4	Inf	Inf	1
CST1	Inf	Inf	1
CST2	Inf	Inf	1
CST5	Inf	Inf	1
GGTLC1	Inf	Inf	1
FLJ33581	Inf	Inf	1
SYNDIG1	Inf	Inf	1
CST7	Inf	Inf	1
C20orf3	Inf	Inf	1
ACSS1	Inf	Inf	1
VSX1	Inf	Inf	1
AX747658	Inf	Inf	1
ENTPD6	Inf	Inf	1
PYGB	Inf	Inf	1
ABHD12	Inf	Inf	1
GINS1	Inf	Inf	1
NINL	Inf	Inf	1
NANP	Inf	Inf	1
ZNF337	Inf	Inf	1
FAM182B	Inf	Inf	1
BC052952	Inf	Inf	1
LOC100134868	Inf	Inf	1
NCOR1P1	Inf	Inf	1
LOC284801	Inf	Inf	1
FRG1B	Inf	Inf	1
DEFB115	Inf	Inf	1
DEFB118	Inf	Inf	1
DEFB119	Inf	Inf	1
DEFB121	Inf	Inf	1
NR_002577	Inf	Inf	1
DEFB122	Inf	Inf	1
DEFB123	Inf	Inf	1
DEFB124	Inf	Inf	1
REM1	Inf	Inf	1
HM13	Inf	Inf	1
ID1	Inf	Inf	1
COX4I2	Inf	Inf	1
BCL2L1	Inf	Inf	1
TPX2	Inf	Inf	1
MYLK2	Inf	Inf	1
FOXS1	Inf	Inf	1
DUSP15	Inf	Inf	1
TTLL9	Inf	Inf	1
PDRG1	Inf	Inf	1
XKR7	Inf	Inf	1
C20orf160	Inf	Inf	1
HCK	Inf	Inf	1
TM9SF4	Inf	Inf	1
TSPY26P	Inf	Inf	1
PLAGL2	Inf	Inf	1
POFUT1	Inf	Inf	1
KIF3B	Inf	Inf	1
ASXL1	Inf	Inf	1
C20orf112	Inf	Inf	1
LOC284804	Inf	Inf	1
LOC149950	Inf	Inf	1
C20orf203	Inf	Inf	1
COMMD7	Inf	Inf	1
DNMT3B	Inf	Inf	1
MAPRE1	Inf	Inf	1
SUN5	Inf	Inf	1
BPIFB2	Inf	Inf	1
BPIFB3	Inf	Inf	1
BPIFA2	Inf	Inf	1
BPIFA4P	Inf	Inf	1
BPIFA3	Inf	Inf	1
BPIFA1	Inf	Inf	1
BPIFB1	Inf	Inf	1
CDK5RAP1	Inf	Inf	1
SNTA1	Inf	Inf	1
CBFA2T2	Inf	Inf	1
NECAB3	Inf	Inf	1
C20orf144	Inf	Inf	1
ACTL10	Inf	Inf	1
E2F1	Inf	Inf	1
PXMP4	Inf	Inf	1
ZNF341	Inf	Inf	1
CHMP4B	Inf	Inf	1
RALY	Inf	Inf	1
EIF2S2	Inf	Inf	1
ASIP	Inf	Inf	1
AHCY	Inf	Inf	1
ITCH	Inf	Inf	1
DYNLRB1	Inf	Inf	1
MAP1LC3A	Inf	Inf	1
PIGU	Inf	Inf	1
TP53INP2	Inf	Inf	1
NCOA6	Inf	Inf	1
HMGB3P1	Inf	Inf	1
GGT7	Inf	Inf	1
ACSS2	Inf	Inf	1
GSS	Inf	Inf	1
MYH7B	Inf	Inf	1
TRPC4AP	Inf	Inf	1
EDEM2	Inf	Inf	1
PROCR	Inf	Inf	1
MMP24	Inf	Inf	1
EIF6	Inf	Inf	1
FAM83C	Inf	Inf	1
UQCC	Inf	Inf	1
AK128252	Inf	Inf	1
GDF5OS	Inf	Inf	1
GDF5	Inf	Inf	1
CEP250	Inf	Inf	1
C20orf173	Inf	Inf	1
ERGIC3	Inf	Inf	1
FER1L4	Inf	Inf	1
SPAG4	Inf	Inf	1
CPNE1	Inf	Inf	1
RBM12	Inf	Inf	1
NFS1	Inf	Inf	1
ROMO1	Inf	Inf	1
RBM39	Inf	Inf	1
PHF20	Inf	Inf	1
AX746620	Inf	Inf	1
SCAND1	Inf	Inf	1
C20orf152	Inf	Inf	1
LOC647979	Inf	Inf	1
EPB41L1	Inf	Inf	1
AX746683	Inf	Inf	1
C20orf4	Inf	Inf	1
DLGAP4	Inf	Inf	1
BC039668	Inf	Inf	1
MYL9	Inf	Inf	1
TGIF2	Inf	Inf	1
TGIF2-C20ORF24	Inf	Inf	1
C20orf24	Inf	Inf	1
SLA2	Inf	Inf	1
NDRG3	Inf	Inf	1
DSN1	Inf	Inf	1
KIAA0889	Inf	Inf	1
C20orf118	Inf	Inf	1
SAMHD1	Inf	Inf	1
RBL1	Inf	Inf	1
C20orf132	Inf	Inf	1
RPN2	Inf	Inf	1
GHRH	Inf	Inf	1
MANBAL	Inf	Inf	1
SRC	Inf	Inf	1
BLCAP	Inf	Inf	1
NNAT	Inf	Inf	1
CTNNBL1	Inf	Inf	1
VSTM2L	Inf	Inf	1
TTI1	Inf	Inf	1
AK123872	Inf	Inf	1
RPRD1B	Inf	Inf	1
TGM2	Inf	Inf	1
KIAA1755	Inf	Inf	1
AK055854	Inf	Inf	1
BPI	Inf	Inf	1
LBP	Inf	Inf	1
AX746690	Inf	Inf	1
LOC388796	Inf	Inf	1
SNORA71B	Inf	Inf	1
SNORA71A	Inf	Inf	1
SNORA71C	Inf	Inf	1
SNORA71D	Inf	Inf	1
SNORA39	Inf	Inf	1
SNHG11	Inf	Inf	1
RALGAPB	Inf	Inf	1
ADIG	Inf	Inf	1
SLC32A1	Inf	Inf	1
ACTR5	Inf	Inf	1
PPP1R16B	Inf	Inf	1
FAM83D	Inf	Inf	1
DHX35	Inf	Inf	1
MAFB	Inf	Inf	1
TOP1	Inf	Inf	1
BC035080	Inf	Inf	1
PLCG1	Inf	Inf	1
