#ucsc_id	geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
uc003nac.3	HIVEP1																							
uc003nad.3	EDN1																							
uc003nae.4	EDN1																							
uc003naf.4	EDN1																							
uc003nag.2	PHACTR1																							
uc003nah.2	PHACTR1																							
uc003nai.3	PHACTR1																							
uc003naj.3	TBC1D7																							
uc003nak.1	LOC100130357																							
uc003nal.3	TBC1D7																							
uc003nam.3	TBC1D7																							
uc003nan.3	TBC1D7																							
uc003nao.3	TBC1D7																							
uc003naq.3	TBC1D7																							
uc003nar.3	AK127555																							
uc003nas.2	GFOD1																							
uc003nat.2	GFOD1																							
uc003nau.3	GFOD1																							
uc003nav.3	GFOD1																							
uc003naw.3	SIRT5																							
uc003nax.3	SIRT5																							
uc003nay.3	SIRT5																							
uc003naz.3	NOL7																							
uc003nba.3	RANBP9																							
uc003nbb.3	RANBP9																							
uc003nbc.2	CCDC90A																							
uc003nbe.3	RNF182																							
uc003nbf.3	RNF182																							
uc003nbg.3	RNF182																							
uc003nbh.3	CD83																							
uc003nbi.3	CD83																							
uc003nbj.3	JARID2																							
uc003nbk.3	BC033996																							
uc003nbl.3	DTNBP1																							
uc003nbm.3	DTNBP1																							
uc003nbp.3	DTNBP1																							
uc003nbq.3	MYLIP																							
uc003nbr.3	MYLIP																							
uc003nbs.3	GMPR																							
uc003nbt.3	ATXN1																							
uc003nbu.1	ATXN1																							
uc003nbv.1	ATXN1																							
uc003nbw.1	ATXN1																							
uc003nby.4	RBM24																							
uc003nbz.4	RBM24																							
uc003nca.3	RBM24																							
uc003ncb.3	CAP2																							
uc003ncc.3	FAM8A1																							
uc003ncd.1	NUP153																							
uc003nce.2	KIF13A																							
uc003ncf.3	KIF13A																							
uc003ncg.4	KIF13A																							
uc003nch.4	KIF13A																							
uc003nci.4	KIF13A																							
uc003ncj.3	KIF13A																							
uc003nck.3	KIF13A																							
uc003ncl.1	NHLRC1																							
uc003ncm.3	TPMT																							
uc003ncn.1	KDM1B																							
uc003nco.1	KDM1B																							
uc003ncp.1	KDM1B																							
uc003ncq.1	KDM1B																							
uc003ncr.1	DEK																							
uc003ncs.3	RNF144B																							
uc003nct.1	AK098665																							
uc003ncu.1	AK097585																							
uc003ncv.1	AK092541																							
uc003ncw.3	ID4																							
uc003ncx.1	MBOAT1																							
uc003ncz.2	E2F3																							
uc003nda.2	E2F3																							
uc003ndb.1	CDKAL1																							
uc003ndd.2	CDKAL1																							
uc003nde.2	CDKAL1																							
uc003ndf.2	CDKAL1																							
uc003ndi.3	SOX4																							
uc003ndj.3	LINC00340																							
uc003ndk.1	LINC00340																							
uc003ndl.3	LINC00340																							
uc003ndm.2	LOC729177																							
uc003ndn.3	LINC00340																							
uc003ndo.3	PRL																							
uc003ndp.3	PRL																							
uc003ndq.3	PRL																							
uc003ndr.1	PRL																							
uc003nds.3	HDGFL1																							
uc003ndv.3	NRSN1																							
uc003ndw.3	DCDC2																							
uc003ndx.3	DCDC2																							
uc003ndy.3	DCDC2																							
uc003ndz.1	KAAG1																							
uc003nea.3	MRS2																							
uc003neb.3	MRS2																							
uc003ned.1	GPLD1																							
uc003nee.3	GPLD1																							
uc003nef.3	ALDH5A1																							
uc003neg.3	ALDH5A1																							
uc003neh.1	KIAA0319																							
uc003nej.3	TDP2																							
uc003nek.3	ACOT13																							
uc003nel.3	C6orf62																							
uc003nem.3	GMNN																							
uc003nen.3	GMNN																							
uc003neo.1	FAM65B																							
uc003nep.3	FAM65B																							
uc003ner.4	CMAHP																							
uc003nes.3	CMAHP																							
uc003new.3	CMAHP																							
uc003nex.4	BC029534																							
uc003nez.1	LRRC16A																							
uc003nfa.1	LRRC16A																							
uc003nfb.3	SCGN																							
uc003nfc.3	HIST1H2AA																							
uc003nfd.3	HIST1H2BA																							
uc003nfe.3	SLC17A4																							
uc003nff.1	SLC17A4																							
uc003nfg.3	SLC17A4																							
uc003nfh.4	SLC17A1																							
uc003nfi.4	SLC17A3																							
uc003nfk.4	SLC17A3																							
uc003nfl.3	SLC17A2																							
uc003nfm.3	TRIM38																							
uc003nfo.3	HIST1H1A																							
uc003nfp.1	HIST1H3A																							
uc003nfq.3	HIST1H4A																							
uc003nfr.3	HIST1H4B																							
uc003nfs.1	HIST1H3B																							
uc003nft.1	HIST1H2AB																							
uc003nfu.3	HIST1H2BB																							
uc003nfv.3	HIST1H3C																							
uc003nfw.3	HIST1H1C																							
uc003nfx.1	HFE																							
uc003nfy.1	HFE																							
uc003nfz.1	HFE																							
uc003nga.1	HFE																							
uc003ngb.1	HFE																							
uc003ngc.1	HFE																							
uc003ngd.1	HFE																							
uc003nge.1	HFE																							
uc003ngf.1	HFE																							
uc003ngi.3	HIST1H4C																							
uc003ngj.3	HIST1H1T																							
uc003ngk.4	HIST1H2BC																							
uc003ngl.3	HIST1H2BC																							
uc003ngm.3	HIST1H2AC																							
uc003ngo.3	HIST1H2AC																							
uc003ngq.3	HIST1H1E																							
uc003ngr.3	HIST1H2BD																							
uc003ngs.3	HIST1H2BD																							
uc003ngt.3	HIST1H2BE																							
uc003ngu.3	HIST1H4D																							
uc003ngv.3	HIST1H3D																							
uc003ngw.3	HIST1H2AD																							
uc003ngx.3	HIST1H2BF																							
uc003ngy.3	HIST1H4E																							
uc003ngz.2	HIST1H2BG																							
uc003nha.1	HIST1H2AE																							
uc003nhb.2	HIST1H3F																							
uc003nhc.4	HIST1H3E																							
uc003nhd.3	HIST1H1D																							
uc003nhe.1	HIST1H4F																							
uc003nhf.3	HIST1H4G																							
uc003nhg.1	HIST1H3F																							
uc003nhh.3	HIST1H2BH																							
uc003nhi.3	HIST1H3G																							
uc003nhj.3	BC079832																							
uc003nhk.3	HIST1H2BI																							
uc003nhl.1	HIST1H4H																							
uc003nhm.2	HIST1H4H																							
uc003nhp.3	BTN3A2																							
uc003nhq.3	BTN2A2																							
uc003nhr.3	BTN2A2																							
uc003nhs.3	BTN2A2																							
uc003nht.3	BTN2A2																							
uc003nhv.3	BTN3A1																							
uc003nhz.3	BTN3A3																							
uc003nib.2	BTN2A1																							
uc003nic.2	BTN2A1																							
uc003nie.2	LOC285819																							
uc003nif.4	BTN1A1																							
uc003nig.3	HMGN4																							
uc003nih.3	BC033330																							
uc003nii.3	ABT1																							
uc003nij.3	DQ786258																							
uc003nil.4	ZNF322																							
uc003nim.2	GUSBP2																							
uc003nip.1	DQ596042																							
uc003niq.1	DQ571494																							
uc003nir.1	DQ571494																							
uc003nit.4	LINC00240																							
uc003niu.1	BC014312																							
uc003niv.3	HIST1H2BJ																							
uc003niw.3	HIST1H2AG																							
uc003nix.2	HIST1H2BK																							
uc003niy.1	HIST1H4I																							
uc003niz.3	HIST1H2AH																							
uc003nja.3	PRSS16																							
uc003njb.3	PRSS16																							
uc003njc.1	PRSS16																							
uc003njd.3	PRSS16																							
uc003njf.1	ZNF391																							
uc003njg.1	BC132797																							
uc003njh.1	AX747641																							
uc003nji.3	ZNF184																							
uc003njj.3	ZNF184																							
uc003njk.3	LOC100507173																							
uc003njl.3	HIST1H2BL																							
uc003njm.3	HIST1H3H																							
uc003njn.1	HIST1H2AJ																							
uc003njo.3	HIST1H2BM																							
uc003njp.3	HIST1H4J																							
uc003njq.2	FKSG63																							
uc003njr.3	HIST1H4K																							
uc003njs.3	HIST1H2AK																							
uc003njt.1	HIST1H2BN																							
uc003nju.1	HIST1H2BN																							
uc003njv.3	HIST1H2BN																							
uc003njw.3	HIST1H2AL																							
uc003njx.3	HIST1H1B																							
uc003njy.3	HIST1H3I																							
uc003njz.3	HIST1H4L																							
uc003nka.3	HIST1H3J																							
uc003nkb.1	HIST1H2AM																							
uc003nkc.1	HIST1H2BO																							
uc003nkh.3	ZNF165																							
uc003nki.4	ZNF165																							
uc003nkj.4	ZSCAN12P1																							
uc003nkk.1	AK127889																							
uc003nkl.1	BC043177																							
uc003nkm.3	ZSCAN16																							
uc003nkn.1	ZNF192																							
uc003nkq.2	ZNF193																							
uc003nkr.2	ZNF193																							
uc003nks.1	ZKSCAN4																							
uc003nkt.3	NKAPL																							
uc003nku.4	ZNF187																							
uc003nkw.4	ZNF187																							
uc003nky.3	PGBD1																							
uc003nkz.3	PGBD1																							
uc003nla.3	ZNF323																							
uc003nlb.3	ZNF323																							
uc003nlc.3	ZNF323																							
uc003nld.3	ZNF323																							
uc003nle.4	ZKSCAN3																							
uc003nlf.4	ZKSCAN3																							
uc003nlh.2	ZSCAN23																							
uc003nli.4	ZSCAN23																							
uc003nll.2	GPX5																							
uc003nlm.2	GPX5																							
uc003nln.2	GPX5																							
uc003nlo.3	SCAND3																							
uc003nlp.1	AK056211																							
uc003nlq.2	LOC401242																							
uc003nlr.3	TRIM27																							
uc003nls.3	TRIM27																							
uc003nlt.1	TRIM27																							
uc003nlu.2	ZNF311																							
uc003nlv.2	ZNF311																							
uc003nlw.2	OR2W1																							
uc003nlx.3	OR2B3																							
uc003nme.3	OR12D3																							
uc003nmf.4	OR12D2																							
uc003nmg.3	OR11A1																							
uc003nmi.3	OR2H1																							
uc003nmj.1	OR2H1																							
uc003nmn.3	LOC100507362																							
uc003nmo.3	UBD																							
uc003nmp.4	GABBR1																							
