id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
PGAM1	8562.03078455145	16296.9370211005	827.124548002389	0.0507533745102817	-4.30035244181386	0.0732164006031083	0.588567457089126
TAF3	16845.1747902607	29789.1514342016	3901.19814631975	0.130960365048891	-2.93279784647907	0.0732354003690255	0.588567457089126
C22orf39	1077.27735183023	2154.55470366047	0	0	-Inf	0.0733564554659366	0.58936032250984
ABCF2	2034.62759370497	4057.67839951354	11.5767878964003	0.00285305703325039	-8.45327569765655	0.0733891151092174	0.589442734051809
DQ590442	1053.66858599423	2105.12034026362	2.21683172484261	0.00105306650762066	-9.89118773036445	0.0734773164548353	0.589822805983964
LOC654433	772.94409676302	1530.37037145214	15.5178220738983	0.0101399127710331	-6.62381094821643	0.0734856448851438	0.589822805983964
AGER	1951.50537392308	1.38691212316957	3901.623835723	2813.17307026377	11.4579825966217	0.0735036858019693	0.589822805983964
BC065373	2668.91191416133	0.92460808211305	5336.89922024055	5772.06637437549	12.4948721744828	0.0735757533640878	0.58998974204156
MIR122	1291.18132240278	0	2582.36264480555	Inf	Inf	0.0735781976814829	0.58998974204156
UBA1	4189.87370842861	7744.00934109957	635.738075757643	0.0820941772866424	-3.60657629051936	0.073606085014225	0.58998974204156
ARID4B	12936.2698004062	23366.0073274635	2506.53227334889	0.107272596392744	-3.22064651923679	0.0736141807206765	0.58998974204156
BBX	37905.0302167608	69006.3575553436	6803.70287817807	0.0985953051169445	-3.34233723937603	0.0737143953970043	0.590613024264914
KIF27	8429.53938594205	16266.1994428068	592.879329077352	0.0364485466418854	-4.77799490044466	0.0737421047143176	0.590655177851788
WDR52	1818.94571698655	3625.08307289622	12.8083610768684	0.00353326001620021	-8.14478436213056	0.0737671789743713	0.590676206078411
DIAPH1	8562.75030365747	15891.2179658498	1234.28264146515	0.0776707389023057	-3.68648499901032	0.0738044701862328	0.590795016592686
RPL35	1350.5769705881	2674.79827511419	26.3556660620177	0.00985332849479747	-6.66517312945567	0.0738408062686857	0.590812181057115
MTSS1L	1461.02188960461	2921.05852066485	0.985258544374495	0.000337295037879024	-11.5337012852669	0.0738515226321394	0.590812181057115
CCDC144C	2714.799303695	5391.41983879548	38.1787685945117	0.00708139409210642	-7.14175087749206	0.0738935950931613	0.5909690802709
AK301679	1286.74765895309	0	2573.49531790618	Inf	Inf	0.0739803160823361	0.591482855289708
Mir_548	9277.35986054738	219.550839557594	18335.1688815372	83.5121784024305	6.38391469294894	0.0741218735859746	0.592153733995205
FW339998	1627.87826732719	0.462304041056525	3255.29423061333	7041.45744253902	12.7816583537953	0.0741291014256909	0.592153733995205
AL833634	6479.83131333961	2.77382424633915	12956.8888024329	4671.1282517388	12.1895553413625	0.0741317421625192	0.592153733995205
C16orf96	753.386945234922	1506.77389046984	0	0	-Inf	0.0741762952490497	0.592329796841577
ATP6V1H	4611.94983752083	9126.35907914859	97.540595893075	0.0106877885306891	-6.54789282182994	0.0742046793093571	0.592376675360378
SLC7A3	1283.17609672973	0	2566.35219345947	Inf	Inf	0.0743830272041311	0.593418018204755
FAM40B	6207.07587581448	12125.2246834911	288.927068137821	0.0238285949893534	-5.3911623016813	0.0743873898356288	0.593418018204755
NAPG	1672.57956789264	3293.67937684172	51.4797589435674	0.0156298634607631	-5.99955101446596	0.0744027835990227	0.593418018204755
EMD	571.464648591188	1140.21983618535	2.70946099702986	0.00237626193742996	-8.71709041022267	0.074563426241192	0.594328389464716
DQ571464	2427.25830668549	1.13302378221186	4853.38358958876	4283.56726997745	12.0645970296919	0.0745654709308902	0.594328389464716
TCF20	3053.09874768859	6073.43764877673	32.759846600452	0.00539395454352778	-7.53444092106102	0.0745846891917183	0.594328389464716
CHORDC1	2714.02046335032	5218.67348602106	209.36744067958	0.0401189001841943	-4.63957413319047	0.0746105126311697	0.594354165410638
CEBPA	2530.58729652676	1.13302378221186	5060.04156927131	4465.96236434971	12.1247553779643	0.0746768374095916	0.594485794620836
PET112	6142.14951081681	12022.7128781022	261.586143531428	0.0217576636973402	-5.52233253912481	0.0746814365611455	0.594485794620836
ZNF516	7479.64665317147	14752.3890120243	206.904294318644	0.0140251381759254	-6.15584120541193	0.0747099330628623	0.594485794620836
NUP98	9828.64668854396	18338.7711300788	1318.52224700917	0.0718980698137709	-3.79790314939498	0.0747186033819043	0.594485794620836
BC048997	1601.20523323606	0.566511891105928	3201.84395458102	5651.85657150191	12.4645091391859	0.0747400048877214	0.594485794620836
ERAP2	2275.97875750489	4544.81439056306	7.14312444671509	0.00157170872842403	-9.3134504048476	0.0748372317713554	0.595079251244455
LMBRD1	3851.91687990029	7555.30603423613	148.527725564455	0.0196587305519348	-5.66868602605954	0.0749579285723913	0.595858917400834
RIC8A	2605.28484771562	5136.42898996706	74.1407054641807	0.014434289972469	-6.11435604710499	0.0750447432313223	0.59633490133397
SRGAP2P2	26495.4365657333	45681.3959604461	7309.47717102055	0.160009934401952	-2.64376661560284	0.075087651607707	0.59633490133397
DQ575059	1276.03297228302	0	2552.06594456604	Inf	Inf	0.075108462413377	0.59633490133397
DQ574428	1276.03297228302	0	2552.06594456604	Inf	Inf	0.075108462413377	0.59633490133397
SH3RF1	22685.8825437827	44179.3559342361	1192.40915332923	0.0269901887004467	-5.21142112641023	0.0751315775339941	0.596338482073742
MLH1	8455.67738350681	16237.1916080254	674.163158988248	0.0415196898123095	-4.59006052420789	0.0751672373621069	0.596441601167599
ROR1	81725.4657310399	135780.985861022	27669.9456010573	0.203783655167879	-2.29488975267648	0.0752507675125568	0.596751127157875
C3orf49	1970.04814034652	3925.31740252743	14.7788781656174	0.00376501481284077	-8.05312874370382	0.0752516053477436	0.596751127157875
ZBTB12	1535.51027879209	0.462304041056525	3070.55825354311	6641.85899505837	12.6973713797868	0.0752935146645568	0.596903572718837
FASTKD2	1708.30565937602	3382.61989897113	33.9914197809201	0.0100488440310007	-6.63682663928213	0.0753421669171948	0.59693450524913
LAS1L	1757.06412329732	3513.14298805026	0.985258544374495	0.000280449314965486	-11.7999723204987	0.0753648246218006	0.59693450524913
QARS	3631.2575744709	7201.67543382667	60.8397151151251	0.00844799459155817	-6.88717537358489	0.075403329777617	0.59693450524913
UGCG	1511.28908374962	3010.26243569456	12.3157318046812	0.00409124854319872	-7.9332431011031	0.0754212270083247	0.59693450524913
DCHS2	840.841994673677	1681.68398934735	0	0	-Inf	0.0754280071980464	0.59693450524913
DQ581981	648.428772650156	1296.85754530031	0	0	-Inf	0.0754437472902226	0.59693450524913
MIR452	1551.08020479101	0.566511891105928	3101.59389769091	5474.89637267114	12.4186159427004	0.075525727880162	0.59693450524913
BUB3	10415.0718421416	19499.5520201055	1330.59166417776	0.0682370375896745	-3.87330117423599	0.0755331136143355	0.59693450524913
NACA2	5051.90796486635	9724.73770478462	379.078224948087	0.0389808174221068	-4.68109184575525	0.0755395832542103	0.59693450524913
ZNF782	2015.15679779294	4025.8799321362	4.43366344968523	0.0011012905313678	-9.82658916828391	0.0755584055325289	0.59693450524913
DQ593189	1271.59930883333	0	2543.19861766667	Inf	Inf	0.0755622108395732	0.59693450524913
MIR324	2767.05313402907	1.38691212316957	5532.71935593498	3989.23570102682	11.9618966511698	0.0755871382276272	0.59693450524913
AK095439	3345.85848561366	6653.7845172689	37.9324539584181	0.00570088403974762	-7.45459862839064	0.0755923446142482	0.59693450524913
KRT19	946.579816322074	1893.15963264415	0	0	-Inf	0.0756338542127587	0.597083099923825
ACAD11	795.350508551313	1589.46944392216	1.23157318046812	0.000774832875949538	-10.3338272111489	0.0757483993984812	0.597808003891073
ZCCHC5	1268.02774660998	0	2536.05549321995	Inf	Inf	0.0758207642585621	0.598199684908932
MIR320E	1525.09401068313	0.566511891105928	3049.62150947516	5383.15533593086	12.3942363409211	0.0759464451383546	0.598853074367036
EXT2	6247.75405158095	12100.1731122316	395.334990930266	0.0326718458705881	-4.93580822434325	0.0759490996185315	0.598853074367036
OR2H1	5100.97714310307	2.31152020528262	10199.6427660009	4412.52589646032	12.1073890300341	0.0759805675540065	0.598921717639611
CHD4	4975.24441072785	9537.91180599887	412.57701545682	0.0432565349574033	-4.53093808619436	0.0760465849253936	0.598984413473459
HSF2	1468.92465828041	2937.35668728864	0.492629272187248	0.000167711764226351	-12.5417284885259	0.0760517361850729	0.598984413473459
DPY19L3	4084.12297734036	7952.47433346272	215.771621218014	0.0271326397508864	-5.20382677465593	0.0760893975982712	0.598984413473459
UTP18	4650.02229842934	8875.89079350545	424.15380335322	0.0477871813906922	-4.38723251349797	0.0760973858286477	0.598984413473459
SEC23IP	2176.33304843714	4268.18017669416	84.4859201801129	0.0197943659083179	-5.65876633688398	0.0761036656533161	0.598984413473459
OXR1	19312.8684432907	34969.1961137716	3656.54077280984	0.104564621986544	-3.25753327693431	0.0761589843379381	0.598984413473459
IL9	2379.91379263049	1.02881593216245	4758.79876932881	4625.51037611399	12.1753968452023	0.0761614513747929	0.598984413473459
AGAP1	12059.5972942552	22491.7937878397	1627.40080067057	0.072355313943454	-3.7887572142293	0.0761706387763072	0.598984413473459
OR5R1	2390.45321805749	0.92460808211305	4779.98182803286	5169.73831453966	12.3358755396954	0.0762108991858349	0.599121953802715
RBBP6	6688.69430092277	13010.379794066	367.008807779499	0.0282089234587056	-5.14770458058369	0.0763074819408507	0.59966508404608
ZHX1	1756.15700527837	3382.2598826993	130.054127857433	0.038451843550721	-4.70080342077557	0.0763260597916007	0.59966508404608
LCE5A	2366.32367361281	0.92460808211305	4731.72273914351	5117.54421217029	12.321235945888	0.0763483593628142	0.59966508404608
NUDT6	1189.63529331783	2374.0979792777	5.1726073579661	0.00217876743214272	-8.84227207737814	0.076377575727422	0.599715539403142
KIAA1524	4835.29845950551	9308.76071858949	361.836200421533	0.0388705018165254	-4.68518045684576	0.0764498204164308	0.600103721598188
PIRT	7570.74271635617	4.21947157869921	15137.2659611336	3587.47906670346	11.8087546982062	0.0764799477168364	0.600161164427498
ERI2	5795.98110110892	11341.4602173106	250.501984907215	0.0220872780142429	-5.50064055457272	0.0765458843848988	0.600332348839713
MMP12	4076.65499258731	2.26604756442371	8151.0439376102	3597.03126517696	11.8125909840074	0.0765473939783079	0.600332348839713
VMP1	8528.60491156422	15575.3809723892	1481.82885073924	0.0951391720925548	-3.39381671884857	0.0767017748209509	0.601363855509196
FW340046	2220.37296183484	0.92460808211305	4439.82131558757	4801.84134389247	12.2293720213914	0.0767283374004494	0.601392914411863
PPP1R13L	1644.8711082415	3287.27907012207	2.46314636093624	0.000749296396318665	-10.3821758665877	0.076811166628559	0.601862839884052
ATP5H	3476.93598848309	6818.39892711469	135.473049851493	0.0198687479714274	-5.6533552257087	0.0769175270968532	0.602496685705808
COPG	6086.60327733505	11782.5515418256	390.655012844487	0.0331553833189478	-4.91461305527375	0.0769547147841807	0.602496685705808
ZFYVE26	8629.25157051546	16804.5452667104	453.957874320549	0.0270139933640355	-5.21014926667563	0.0769607540535581	0.602496685705808
ADRA2C	2321.36196263323	0.92460808211305	4641.79931718434	5020.28849518189	12.2935545569276	0.0770308055032284	0.602728818770312
SNORA38	1988.07931053056	1.13302378221186	3975.0255972789	3508.33376993991	11.7765702916611	0.0770400971037698	0.602728818770312
CCDC66	5382.25122412494	10518.4341267924	246.06832145753	0.02339400698729	-5.41771719830314	0.0770754036539316	0.602728818770312
C1GALT1	3216.56642444664	6165.14252482341	267.990324069863	0.0434686340162978	-4.52388142953662	0.0770820338690369	0.602728818770312
PRSS27	2312.42358234083	1.02881593216245	4623.81834874951	4494.3105994002	12.1338841165075	0.0771202179750705	0.602848239857414
LETM1	733.77508320213	1461.63861513801	5.91155126624697	0.00404446845138173	-7.94983417729639	0.0771785609336647	0.602979946692325
ZWINT	2940.29403296935	5553.77578555538	326.812280383325	0.0588450619906766	-4.08693483382218	0.0771828998350468	0.602979946692325
PUS3	1441.01987533046	2860.11774804858	21.9220026123325	0.00766472031694835	-7.02755113527161	0.0772202693475355	0.603092824895326
FAM22D	1364.13412138387	2727.52929885946	0.738943908280871	0.000270920612508128	-11.8498422169731	0.0772536643277838	0.603125211903591
LPGAT1	16734.4132489645	29764.3955343755	3704.43096355361	0.12445846445211	-3.00626374317174	0.0772722639553829	0.603125211903591
LOC100287559	7198.8829760945	14395.3028058281	2.46314636093624	0.000171107644914493	-12.5128081601439	0.0773118253284246	0.603125211903591
C1orf211	2285.87370556775	1.13302378221186	4570.61438735328	4033.99686671242	11.9779942480428	0.0773626230693008	0.603125211903591
NEK1	2905.16973737938	5714.03045204615	96.3090227126069	0.0168548318950802	-5.89069395137836	0.0773725088225544	0.603125211903591
MTO1	3725.49047824444	7335.95202143316	115.028935055722	0.0156801645811814	-5.99491548751496	0.0773765106350287	0.603125211903591
MYC	759.029369965534	1515.34927893404	2.70946099702986	0.00178801087953519	-9.12742876972715	0.0773848706060551	0.603125211903591
NRBP1	1429.6638351191	2856.86452387726	2.46314636093624	0.000862185217517181	-10.1797145523584	0.0775040172296076	0.603485547565955
MSTO1	4852.41043762381	262.192697274653	9442.62817797297	36.0140777226972	5.17048905396158	0.0775171676375591	0.603485547565955
DCAF10	6057.28681527448	11526.6205941935	587.95303635548	0.0510082752833611	-4.29312486932233	0.0775259154995279	0.603485547565955
AK056084	447.347528651557	877.206718140467	17.4883391626473	0.0199363944677939	-5.64845167039829	0.0775385005489968	0.603485547565955
DNAJC2	5090.06295382894	9922.72711294004	257.398794717837	0.0259403278743973	-5.26865947503563	0.0775457827728981	0.603485547565955
IDH3B	1395.64760121935	2783.65944871981	7.63575371890234	0.0027430631726212	-8.50999643689155	0.0776064965056501	0.603779460690912
IMMP2L	26874.4419590475	49445.7672255395	4303.11669255561	0.0870269981437963	-3.52239315610239	0.07776887980029	0.604863956637668
PLDN	1111.32771262381	2222.65542524762	0	0	-Inf	0.078012354812594	0.60636693827484
RPS28	1105.94592271453	2205.73397952673	6.15786590234059	0.00279175365637784	-8.48461264053634	0.0780174519962988	0.60636693827484
ATP5L	11438.5255866504	21285.6123095	1591.4388638009	0.0747659423962461	-3.74147495074927	0.078031257715058	0.60636693827484
BC041342	2336.26813606632	4628.69226690798	43.844005224665	0.00947222297280812	-6.72208124276001	0.0781013122969158	0.606554754021741
ELOF1	2146.00770721355	4288.81332415789	3.20209026921711	0.000746614512499409	-10.3873488279036	0.0781129039838241	0.606554754021741
CNTNAP2	3222.94279560302	6292.67788755581	153.207703650234	0.0243469801550167	-5.36011334911229	0.0781245842725631	0.606554754021741
RPGR	3781.73846083124	7515.69188226031	47.785039402163	0.00635803598002102	-7.29720310397559	0.0781580355294502	0.606635466327697
IL1A	305.133929665638	610.267859331276	0	0	-Inf	0.0784576130260537	0.608781101132859
GAB2	6069.51092211599	11862.1641932627	276.857650969233	0.023339556463607	-5.42107904491775	0.0785017233142147	0.608943792406727
LRRC25	5428.56044649203	2.77382424633915	10854.3470687377	3913.13439669551	11.9341089451478	0.0785853613559044	0.609323175814315
SPECC1	7047.1685345204	13170.4108690536	923.926199987183	0.0701516611116608	-3.83337892414506	0.0786043626571371	0.609323175814315
GABARAP	490.805941843351	970.281410426394	11.3304732603067	0.0116775124603567	-6.42012320522448	0.0786201042068106	0.609323175814315
DQ588973	7047.2720107322	4.11526372864981	14090.4287577357	3423.94307797102	11.7414430022272	0.0786549302339984	0.609413581954348
LOC389906	8378.4652101731	16642.3941145627	114.536305783535	0.00688220126233592	-7.18291420195536	0.0787850727712935	0.610242223950037
FBL	3672.43586620789	7013.33223223377	331.539500182018	0.0472727498432541	-4.40284740145137	0.078848583782683	0.610468582416765
LOC645591	3765.10487686487	1.8492161642261	7528.36053756552	4071.10898293286	11.9912061273712	0.0788703713024737	0.610468582416765
RAB23	1676.01140378587	3337.24392940613	14.7788781656174	0.00442846806473849	-7.81897656954593	0.0788839001298647	0.610468582416765
SETD1B	1466.5629392431	2927.21432721996	5.91155126624697	0.00201951432502768	-8.95177590511126	0.0789161604966841	0.61053866950566
CXCL11	486.371317794176	972.496320952259	0.246314636093624	0.000253280789640865	-11.9469747211365	0.078960391542666	0.610701299903183
FARS2	19523.1545662341	35805.0548361122	3241.25429635599	0.0905250476836845	-3.46553915813958	0.0790489455699357	0.611206540063517
LOC100505549	8122.05440416424	16102.7242072107	141.38460111774	0.00878016659159004	-6.83153597148679	0.0790769224474115	0.611243238377289
DQ597719	1237.23841709827	0	2474.47683419654	Inf	Inf	0.0791253505255141	0.611258433067331
DQ586674	1237.23841709827	0	2474.47683419654	Inf	Inf	0.0791253505255141	0.611258433067331
HIST1H1E	4916.16681152493	9623.45881164248	208.874811407393	0.0217047545477823	-5.52584508207449	0.0792032133031278	0.611668542233515
BC064137	4519.08173731267	8839.88019256996	198.283282055367	0.0224305395249618	-5.47839186758391	0.079224931283514	0.611668542233515
AOC4	2120.12290494474	0.92460808211305	4239.32120180736	4584.99258639297	12.162703685749	0.0792749334144089	0.611770665325807
LOC100216546	3730.3593505601	2.31152020528262	7458.40718091493	3226.62426392375	11.6558098723616	0.0792967747629991	0.611770665325807
PPP1R14D	1608.75838524682	3217.02414122145	0.492629272187248	0.000153131978673994	-12.672936786086	0.0793079104373034	0.611770665325807
AK056098	2112.85662317997	0.92460808211305	4224.78863827783	4569.27504745873	12.1577495728336	0.0793585867323196	0.61198216122532
ANKRD13A	8287.11575709212	16071.010712645	503.220801539273	0.0313123306640154	-4.9971252934899	0.0794555251692434	0.612550184076511
FZD5	1443.43827550755	2885.89129247073	0.985258544374495	0.000341405286798234	-11.5162269802976	0.0795504086327107	0.613102036304594
MIS18A	1488.14724619167	2974.81660456677	1.47788781656174	0.000496799639444318	-10.9750482530363	0.0797336498947407	0.614334347300268
ZNF623	2515.86393145911	4970.88814780309	60.8397151151251	0.0122392042037827	-6.35234643309874	0.0798069356170318	0.614718995888566
PAIP2	3992.70382624379	7811.75583404158	173.651818446005	0.0222295501978282	-5.49137743321944	0.0799468584281466	0.61561654637442
IRX2	1228.98687678914	0	2457.97375357827	Inf	Inf	0.0799703552637061	0.615617316471221
FTSJ1	1032.27471744206	2061.3473446149	3.20209026921711	0.00155339675168395	-9.33035793041424	0.0799953383844746	0.61562952429725
ZNF131	4666.69997273324	9118.12095352066	215.278991945827	0.0236100171343641	-5.40445710120888	0.0800331047706574	0.615740073896356
BX648826	2789.51986983862	1.49111997321898	5577.54861970402	3740.50963026362	11.8690191298993	0.0801455989539218	0.616425314140775
SUPT16H	7342.02526952224	14432.3169809568	251.733558087683	0.0174423523554701	-5.84126156808226	0.0801711495642839	0.616441638613512
U3	5750.4292385517	4.36915206960753	11496.4893250338	2631.28614932062	11.3615524331118	0.0802127896637838	0.616507454657309
REG3G	2037.23802989923	0.92460808211305	4073.55145171635	4405.70608295666	12.1051575366676	0.0802265705665334	0.616507454657309
LIPF	3540.7643473086	1.9534240142755	7079.57527060293	3624.18769241385	11.8234419574587	0.0803350703637608	0.617160984353657
AK125558	1031.81142440814	2063.62284881628	0	0	-Inf	0.0804011242413953	0.617488143911148
DQ593630	1225.53847188382	0	2451.07694376765	Inf	Inf	0.0804371395109648	0.61755770965715
FLJ00285	3030.68316446465	5979.83618438231	81.5301445469895	0.013634176929449	-6.19662857977775	0.0804571233165365	0.61755770965715
PTPRS	7567.02089554202	14674.6649947694	459.376796314608	0.0313040738223562	-4.99750577220572	0.0805787973621945	0.6181789603163
MIR3676	1224.18374138531	0	2448.36748277062	Inf	Inf	0.0805850499348171	0.6181789603163
PCDHB15	2002.63082352808	0.92460808211305	4004.33703897404	4330.84797379528	12.0804338148831	0.0806649889034063	0.618611829794936
ALOX15	4946.27638902071	2.77382424633915	9889.77895379509	3565.39494773235	11.7998461811279	0.0807682601278993	0.618955843797162
CDCA2	8170.46584183825	15622.1855755553	718.746108121194	0.0460080380331576	-4.4419702543113	0.080778483488384	0.618955843797162
SMNDC1	2987.87616424312	5929.69149153673	46.0608369495076	0.0077678302514134	-7.00827261043947	0.0807872852629198	0.618955843797162
UBE2CBP	6016.04450533179	11700.0568812094	332.032129454205	0.0283786765163046	-5.13904888113337	0.0808330292307345	0.618955843797162
CWC15	2100.94944324759	4177.51373752191	24.3851489732688	0.00583723968499358	-7.42049797620686	0.0808403238323367	0.618955843797162
RBM6	10715.8069708851	20587.2473692412	844.366572528942	0.0410140587221235	-4.60773767096835	0.0808509894774569	0.618955843797162
NINL	1641.93075653262	3265.63422999432	18.2272830709282	0.00558154459048522	-7.48511986786317	0.0808882466301326	0.619060949776628
PRICKLE3	5646.83215538044	3.34033613744508	11290.3239746234	3379.99635667178	11.7228059760765	0.0809950592831778	0.619630044116419
OR1S1	1990.17298493735	1.13302378221186	3979.21294609249	3512.02949890812	11.7780892473456	0.0810097047643844	0.619630044116419
KIAA1009	1965.24799660505	3908.32767596168	22.1683172484261	0.00567207232514644	-7.46190835602245	0.0810664173741235	0.619772277118198
JA483376	1426.14658036652	0.462304041056525	2851.83085669198	6168.73443324128	12.5907588236047	0.0810912259540559	0.619772277118198
DOPEY1	6832.38559403106	13584.7189313317	80.0522567304277	0.0058928165636019	-7.40682692716098	0.0811026518066849	0.619772277118198
SPAG8	1525.01242143442	11.7338066539846	3038.29103621485	258.934813382416	8.01644513615479	0.0811225190937623	0.619772277118198
EPS15L1	4194.72395380685	7956.42677736111	433.021130252591	0.0544240702980754	-4.19961133206151	0.0812185436825923	0.620325782692705
OR9A4	1217.65640352883	0	2435.31280705766	Inf	Inf	0.081301407700611	0.620778479227649
AK126225	1540.81114608579	3068.32130182252	13.3009903490557	0.00433494052306555	-7.84977208537115	0.0813493233814869	0.620963812911022
KIAA1429	7315.23989213466	14036.6151966476	593.864587621727	0.0423082473446705	-4.56291726771849	0.0813753306110877	0.620963812911022
AK097622	1216.7943023025	0	2433.588604605	Inf	Inf	0.0813964803409135	0.620963812911022
CFLAR	6385.13438594489	12176.8968135402	593.37195834954	0.0487293246740609	-4.3590659610088	0.0814418023373805	0.621129479159755
AL122050	3057.95087527662	6099.15235529887	16.7493952543664	0.0027461841053724	-8.5083559370342	0.081477215280818	0.621219498252357
AK025127	627.035829403544	1253.5790295349	0.492629272187248	0.000392978233187277	-11.3132629748072	0.0816409281078412	0.622121609302397
AX746787	2611.25912669986	1.38691212316957	5221.13134127654	3764.5725738877	11.8782703565877	0.0816428214092877	0.622121609302397
AX747864	3385.39191585855	2.05763186432491	6768.72619985278	3289.57104388231	11.6836837551847	0.0816903885397371	0.622303851551118
YIPF3	4800.34465703916	9578.27468219379	22.4146318845198	0.00234015338129622	-8.73918119280919	0.081735160053375	0.622464697923127
RMND1	1193.7752223666	2378.68311783382	8.86732689937045	0.00372783025737602	-8.06744811469594	0.0818388531537529	0.622923212544869
POLR1A	4154.47613776423	7684.79098766723	624.161287861243	0.0812203336255878	-3.62201523639832	0.0818427160902863	0.622923212544869
APPBP2	2960.57232965036	5735.17710905004	185.967550250686	0.0324257728601322	-4.94671522861488	0.0819992527676249	0.623759158166326
C5orf42	9330.16280908173	17684.1807153244	976.144902839031	0.0551987631518118	-4.17922024912525	0.0819999592618319	0.623759158166326
AK310472	2769.29320421747	5521.34438390839	17.2420245265537	0.0031227946180652	-8.32294659626497	0.0821688436001371	0.624863182892141
TCRBV5S3A2T	3307.57544032096	1.8492161642261	6613.3016644777	3576.27290546932	11.8042411174765	0.0822375146760207	0.625024115007353
TCRBV5S2	3307.57544032096	1.8492161642261	6613.3016644777	3576.27290546932	11.8042411174765	0.0822375146760207	0.625024115007353
XRRA1	9711.50541302852	18314.5949636357	1108.41586242131	0.0605209050280449	-4.04642262803452	0.082279076732724	0.625098204193262
MAP4K3	4904.67864961875	9579.05311448997	230.304184747538	0.0240424791464162	-5.37827052218527	0.0822947772622932	0.625098204193262
MFHAS1	4596.66526172738	8930.26649210677	263.06403134799	0.0294575790745445	-5.08521732018387	0.0824987584214459	0.626366809919196
SERBP1	17402.272637615	30457.0478329265	4347.49744230346	0.142741918591449	-2.80851902592323	0.0825094011546037	0.626366809919196
BC113052	446.915549841631	875.357501976241	18.4735977070218	0.021104060529915	-5.56633558218015	0.0825593406016146	0.626565148517359
PRKCB	14463.9051598395	27476.5244838155	1451.28583586363	0.0528191197077521	-4.24279593226524	0.082677421346716	0.626921061738278
PKDCC	3947.16833424752	2.41572805533203	7891.9209404397	3266.8912889514	11.6737027322449	0.0826791391412748	0.626921061738278
EID2	177.537064562708	355.074129125417	0	0	-Inf	0.082699042339793	0.626921061738278
TMEM85	1948.15514230813	3865.52095510456	30.789329511703	0.0079651177342719	-6.97208859794039	0.0827015432233795	0.626921061738278
OIP5-AS1	1056.90183702434	2113.80367404869	0	0	-Inf	0.0827740785422479	0.627173239392467
TTPAL	765.263812932962	1527.32553559671	3.20209026921711	0.00209653423228211	-8.89777789791187	0.0827824817729567	0.627173239392467
FAM168A	4713.65476231444	9140.84560285199	286.463921776884	0.031338886381311	-4.995902274824	0.0828891997090865	0.627732036113813
DYRK1A	17750.0529542002	32702.9569009211	2797.14900747919	0.0855319907601507	-3.54739207060814	0.0829221427455401	0.627732036113813
LOC729911	559.098970903372	1114.99585153753	3.20209026921711	0.00287184052281592	-8.44380864808146	0.0829278107909552	0.627732036113813
TOP1MT	3658.96811077064	72.8375154834353	7245.09870605785	99.4693278315558	6.63617982248215	0.0829897353159404	0.628020108033657
AK094692	1812.9827018525	1.02881593216245	3624.93658777283	3523.40634942699	11.7827551530507	0.0830588448197235	0.628199998800381
UBE2V2	4113.442933306	8143.87783424844	83.0080323635512	0.0101926912526201	-6.61632116239462	0.083061257062425	0.628199998800381
MIR23B	1201.03016559251	0	2402.06033118502	Inf	Inf	0.0831540034926942	0.628654984065055
SYK	2472.57929893948	4931.6112928938	13.5473049851493	0.00274703422077694	-8.50790940197395	0.0831692003470073	0.628654984065055
UQCRB	4286.89642379137	8347.42969701269	226.36315057004	0.0271177067416392	-5.20462101028108	0.0832475790505018	0.628837583959889
KIAA1586	1618.09262785029	3226.57898489292	9.60627080765133	0.0029772309472753	-8.39181314720921	0.0832479715027692	0.628837583959889
MIR149	1200.04490704813	0	2400.08981409627	Inf	Inf	0.0832650555836216	0.628837583959889
WDR26	18078.1652281049	31863.1018603576	4293.22859585232	0.134739819577759	-2.8917518222771	0.0833060167318284	0.628966402366677
AK294819	9925.89023192664	17745.3528761501	2106.42758770319	0.118703054394271	-3.07457103688501	0.0833401072506159	0.629043288002927
HAGHL	1822.80218971173	1.13302378221186	3644.47135564126	3216.58857727296	11.6513157023169	0.0833810636581218	0.62917193776097
ARHGAP42	20845.0474414566	41240.3243574063	449.770525506957	0.0109060860338792	-6.51872274829886	0.083506431478517	0.62982359453345
HSD17B10	1208.49208300397	2416.98416600794	0	0	-Inf	0.0835152980133477	0.62982359453345
AX747368	1806.07174392537	0.92460808211305	3611.21887976862	3905.67522567587	11.9313562723437	0.0836001489965802	0.630251050560889
RIPK1	4180.41561619719	8067.47050080686	293.360731587506	0.0363634092691341	-4.78136872332588	0.083619885128765	0.630251050560889
SPPL3	5050.38676580502	9879.82930303406	220.944228575981	0.0223631625404833	-5.48273196497276	0.0837459160803443	0.630725809973553
UROC1	6387.45099141484	4.47335991965693	12770.42862291	2854.77333643419	11.4791604875588	0.0837589685995359	0.630725809973553
YEATS2	7241.16260398152	13769.7369657442	712.588242218853	0.0517503162182111	-4.27228851160622	0.0837661967500213	0.630725809973553
MIR642A	1194.50282773603	0	2389.00565547206	Inf	Inf	0.083802729996486	0.630725809973553
MIR642B	1194.50282773603	0	2389.00565547206	Inf	Inf	0.083802729996486	0.630725809973553
WDR82	4806.74460139665	9235.14992175349	378.339281039806	0.0409673133891009	-4.6093829048967	0.083846958684968	0.630750032591743
PMCH	794.230743409829	1587.72254291138	0.738943908280871	0.000465411234210912	-11.0692063442579	0.083853892292715	0.630750032591743
